Unnamed: 0.1,Unnamed: 0,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
35,66,N02512086,21.0,FOR000H,7,,,,107.0,283.0,97,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,2.0,0.0,0.0,3.2896256060050506,2.1183026052494207,62.0,3.0,1.0,4.544884280700552,1.679775662721314,8.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0456549410388494,0.3004377876650389,3.0,3.7829350847018266,1.2945568596425705,10.0,0,1.0,6.0,1.791759469228055,0.0,0.0,0.0,1.0,120.0,4.787491742782046,0.0,0.0,0.0,,,,,,,,,,,,,60.0,754.0,3.93158333870558,3.0,1.0,0.0,2012,8,9999999,0.0,0.0,0.0,0.0,3.128153380423814,26.923076923076923,2.4870466321243523,26.6839378238342,29.89690721649485,26.390197926484447,18.73920552677029,20.61855670103093,18.567389255419418
36,67,N02512086,12.0,FOR000H,8,,,,93.0,287.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,,,,,,69.0,4.0,1.0,,,,,0,0,0,0,0,1,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.567899218525131,0.3752108346152184,3.0,3.296462876052209,1.289498582556035,,0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,754.0,3.933236453568591,4.0,1.0,0.0,2013,6,49851,0.0,0.0,0.0,,8.571428571428571,11.11111111111111,8.270676691729323,39.92606284658041,45.63106796116505,39.325842696629216,31.23844731977819,38.83495145631068,30.439223697650664
37,70,N03525763,11.0,FOR000H,7,,,,115.0,280.0,126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,4.0,1.0,1.0,4.66204649233041,1.1091804496023396,67.0,16.0,12.0,8.022191895444099,0.644342155737025,7.0,1.0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,7.502768480887655,0.8758307952235272,4.0,7.714682281792797,0.5738235840232596,,1,1.0,106.0,4.663439094112067,0.0,0.0,0.0,1.0,100.0,4.605170185988092,0.0,0.0,0.0,1.0,28.0,3.332204510175204,0.0,0.0,0.0,1.0,423.0,6.0473721790462776,1.0,1.0,0.0,63.0,459.0,4.021332865854997,15.0,11.0,0.0,2013,1,9999999,0.0,0.0,0.0,1.0,5.954631379962192,26.923076923076923,5.426356589147287,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
38,71,N03525763,300.0,FOR000H,7,,,,115.0,280.0,129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,4.0,1.0,1.0,4.66204649233041,1.1091804496023396,67.0,16.0,12.0,8.022191895444099,0.644342155737025,7.0,1.0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,7.502768480887655,0.8758307952235272,4.0,7.714682281792797,0.5738235840232596,,1,1.0,106.0,4.663439094112067,0.0,0.0,0.0,1.0,100.0,4.605170185988092,0.0,0.0,0.0,1.0,28.0,3.332204510175204,0.0,0.0,0.0,1.0,423.0,6.0473721790462776,1.0,1.0,0.0,63.0,459.0,4.021332865854997,15.0,11.0,0.0,2013,1,"49851, 37256, 50626",0.0,0.0,0.0,1.0,7.379375591296121,52.38095238095239,6.467181467181467,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
39,72,N03525763,11.0,FOR000H,8,,,,89.0,286.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,1.0,1.0,1.0,7.836369760545124,99.0,76.0,24.0,20.0,,,,,0,0,0,0,0,1,0.0,0.0,2.0,0.0,3.0,0.0,2.0,8.16730278414718,0.2093304648867976,4.0,8.392119021180246,0.4252372707417993,,0,1.0,2531.0,7.836369760545124,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,76.0,3368.0,4.358163383592302,23.0,19.0,4.0,2014,2,"47941, 99913, 37256, 49851, 47115, 51143",0.0,0.0,0.0,,2.5604551920341394,12.5,2.2091310751104567,28.08734939759036,39.516129032258064,26.91029900332225,20.48192771084337,29.03225806451613,19.601328903654487
40,73,N03525770,12.0,FOR000H,5,,,,126.0,,275,0,161.0,0,1.0,1.0,1.0,0.0,0.0,1,1.0,1,9.0,2.0,1.0,4.611228719900349,0.5570935067810678,54.0,12.0,6.0,4.696422964944047,1.8544579501069127,9.0,1.0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5217885770490405,99.0,1.0,4.5217885770490405,99.0,161.0,1,1.0,197.0,5.2832037287379885,1.0,0.0,0.0,1.0,68.0,4.219507705176107,0.0,0.0,0.0,1.0,39.0,3.6635616461296463,0.0,0.0,0.0,6.0,232.0,4.722464233176566,1.0,1.0,0.0,45.0,942.0,4.22639807956125,10.0,5.0,0.0,2012,1,9999999,0.0,0.0,0.0,0.0,4.748062015503876,20.0,4.369414101290963,32.42784380305603,45.09803921568628,31.8544809228039,26.06112054329372,39.21568627450981,25.465838509316768
41,74,N03525770,12.0,FOR000H,6,,,,119.0,283.0,261,0,139.0,0,1.0,0.0,1.0,0.0,0.0,1,1.0,2,8.0,2.0,1.0,4.352871676325529,1.648121665936013,64.0,14.0,7.0,5.3891257076625685,2.295686015210129,3.0,2.0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.444833273892193,99.0,1.0,7.444833273892193,99.0,139.0,0,1.0,2261.0,7.72356247227797,1.0,1.0,1.0,1.0,179.0,5.187385805840755,1.0,0.0,0.0,1.0,59.0,4.07753744390572,0.0,0.0,0.0,5.0,128.0,3.5668975377159584,0.0,0.0,0.0,56.0,942.0,4.297171025629496,12.0,6.0,0.0,2013,1,"47941, 38696",0.0,0.0,0.0,0.0,4.616805170821792,35.714285714285715,3.791469194312796,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
42,75,N03525770,12.0,FOR000H,7,,,,110.0,288.0,32,0,0.0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,3,2.0,2.0,2.0,6.63850268254577,1.08383190977795,67.0,17.0,10.0,,,,,1,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.8903717578961645,99.0,1.0,2.8903717578961645,99.0,,1,2.0,1644.0,6.63850268254577,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,65.0,2261.0,4.352452063380741,15.0,8.0,2.0,2013,7,49851,1.0,1.0,1.0,1.0,6.095551894563426,4.166666666666666,6.174957118353345,37.789351851851855,35.648148148148145,38.095238095238095,29.86111111111111,27.77777777777778,30.15873015873016
43,76,N03525770,12.0,FOR000H,7,,,,110.0,288.0,46,0,0.0,0,0.0,0.0,1.0,0.0,0.0,2,2.0,4,2.0,2.0,2.0,6.63850268254577,1.08383190977795,67.0,17.0,10.0,,,,,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1.0,1644.0,7.404887575616125,1.0,1.0,1.0,1.0,355.0,5.872117789475416,1.0,1.0,0.0,,,,,,,,,,,,,65.0,2261.0,4.352452063380741,15.0,8.0,2.0,2013,8,"47941, 47115",1.0,,1.0,1.0,5.128205128205128,11.627906976744184,4.647160068846816,37.393526405451446,32.6797385620915,38.09990205680705,29.38671209540034,24.18300653594771,30.166503428011755
44,77,N03525773,21.0,FOR000H,6,,,,115.0,,302,0,195.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,1,9.0,0.0,0.0,4.234348840376912,0.4560729673988197,61.0,12.0,8.0,5.516443324329999,0.5515945959276538,10.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,195.0,0,1.0,91.0,4.51085950651685,0.0,0.0,0.0,1.0,92.0,4.5217885770490405,0.0,0.0,0.0,1.0,72.0,4.276666119016055,0.0,0.0,0.0,6.0,103.0,4.13330422680171,0.0,0.0,0.0,52.0,716.0,4.409007470170041,12.0,8.0,0.0,2012,1,9999999,0.0,0.0,0.0,0.0,4.466019417475728,8.333333333333332,4.4204322200392925,32.42784380305603,45.09803921568628,31.8544809228039,26.06112054329372,39.21568627450981,25.465838509316768
45,78,N03525773,11.0,FOR000H,8,,,,89.0,287.0,26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,1.0,1.0,1.0,7.655390644826152,99.0,73.0,23.0,16.0,,,,,1,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.293419278846481,99.0,2.0,7.017476434064155,1.0239714488421152,,1,1.0,2112.0,7.655390644826152,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,72.0,783.0,4.5588757603061065,22.0,15.0,0.0,2013,6,56113,0.0,0.0,0.0,,9.624796084828713,3.508771929824561,10.251798561151078,40.87336244541485,40.12738853503185,40.9919028340081,31.79039301310044,31.84713375796178,31.781376518218625
46,79,N03525774,99.0,FOR000H,6,,,,76.0,283.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,58.0,27.0,23.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,58.0,5253.0,5.145335370596132,27.0,23.0,5.0,2012,2,9999999,1.0,,1.0,1.0,5.493387589013224,20.833333333333336,5.109489051094891,31.200701139351445,40.74074074074074,30.726770929162832,24.45223488168273,38.88888888888889,23.73505059797608
47,80,N03525781,21.0,FOR000H,6,,,,101.0,276.0,197,0,52.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,1,6.0,0.0,0.0,3.5265378593891064,1.260438659574142,58.0,18.0,9.0,6.059295874319531,1.903778467856782,7.0,1.0,1,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.416378479192928,99.0,1.0,7.416378479192928,99.0,52.0,1,1.0,134.0,4.897839799950911,0.0,0.0,0.0,1.0,101.0,4.61512051684126,0.0,0.0,0.0,1.0,27.0,3.295836866004329,0.0,0.0,0.0,3.0,46.0,2.783476657846045,0.0,0.0,0.0,53.0,405.0,4.399696217823836,18.0,9.0,0.0,2012,2,9999999,0.0,1.0,1.0,1.0,5.020491803278689,10.526315789473683,4.911180773249739,31.200701139351445,40.74074074074074,30.726770929162832,24.45223488168273,38.88888888888889,23.73505059797608
48,81,N03525781,11.0,FOR000H,6,,,,101.0,276.0,210,0,65.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,1,6.0,0.0,0.0,3.5265378593891064,1.260438659574142,58.0,18.0,9.0,6.059295874319531,1.903778467856782,7.0,1.0,1,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.416378479192928,99.0,1.0,7.416378479192928,99.0,65.0,1,1.0,134.0,4.897839799950911,0.0,0.0,0.0,1.0,101.0,4.61512051684126,0.0,0.0,0.0,1.0,27.0,3.295836866004329,0.0,0.0,0.0,3.0,46.0,2.783476657846045,0.0,0.0,0.0,53.0,405.0,4.399696217823836,18.0,9.0,0.0,2012,2,"38696, 56113",0.0,,,1.0,4.954499494438827,4.0,4.979253112033195,31.200701139351445,40.74074074074074,30.726770929162832,24.45223488168273,38.88888888888889,23.73505059797608
49,82,N03525781,11.0,FOR000H,6,,,,101.0,276.0,233,0,88.0,0,3.0,0.0,0.0,0.0,0.0,2,2.0,2,7.0,1.0,1.0,4.088448846082248,1.879927935912113,59.0,19.0,10.0,6.059295874319531,1.903778467856782,7.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.416378479192928,99.0,1.0,7.416378479192928,99.0,88.0,0,1.0,1737.0,7.459914766241105,1.0,1.0,1.0,1.0,134.0,4.897839799950911,0.0,0.0,0.0,1.0,101.0,4.61512051684126,0.0,0.0,0.0,4.0,46.0,2.911566709885616,0.0,0.0,0.0,53.0,405.0,4.399696217823836,18.0,9.0,0.0,2012,3,"49851, 37256, 99913, 38696",0.0,0.0,0.0,1.0,3.0558482613277134,5.555555555555555,3.007518796992481,32.96903460837887,40.81632653061224,32.60247855100095,25.40983606557377,32.6530612244898,25.07149666348904
50,83,N03525781,300.0,FOR000H,7,,,,97.0,,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,3,1.0,1.0,1.0,8.137688184977605,99.0,61.0,21.0,12.0,,,,,0,0,0,0,0,1,2.0,1.0,1.0,0.0,3.0,0.0,3.0,4.754508056439465,1.3026433080432056,4.0,4.955088057754483,1.1367420139899649,,0,1.0,3421.0,8.137688184977605,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,61.0,1737.0,4.4136620621434695,20.0,11.0,2.0,2013,4,49851,0.0,0.0,0.0,,3.433476394849785,15.151515151515152,3.0033370411568407,36.76470588235294,43.01075268817204,36.40323584318606,28.11764705882353,35.483870967741936,27.691350342252647
51,85,N03525784,300.0,FOR000H,7,,,,97.0,278.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,,,,,,67.0,29.0,20.0,,,,,1,1,2,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,6.547000469616906,3.097540146980257,2.0,6.547000469616906,3.097540146980257,,1,,,,,,,,,,,,,,,,,,,,,,,,,67.0,4042.0,4.848233379741526,29.0,20.0,3.0,2013,4,49851,1.0,1.0,1.0,1.0,3.466386554621849,8.0,3.344120819848975,34.72696245733788,37.735849056603776,34.584450402144775,26.535836177474405,30.18867924528302,26.36282394995532
52,86,N03525784,11.0,FOR000H,7,,,,97.0,278.0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,,,,,,67.0,29.0,20.0,,,,,1,1,2,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,6.547000469616906,3.097540146980257,2.0,6.547000469616906,3.097540146980257,,1,,,,,,,,,,,,,,,,,,,,,,,,,67.0,4042.0,4.848233379741526,29.0,20.0,3.0,2013,4,49851,1.0,,,1.0,2.7253668763102725,18.181818181818183,2.1715526601520088,34.72696245733788,37.735849056603776,34.584450402144775,26.535836177474405,30.18867924528302,26.36282394995532
53,87,N03525784,12.0,FOR000H,7,,,,97.0,278.0,41,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1.0,3,1.0,1.0,1.0,5.455321115357702,99.0,68.0,30.0,21.0,,,,,1,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.356708826689592,99.0,1.0,4.356708826689592,99.0,,1,1.0,234.0,5.455321115357702,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,67.0,4042.0,4.848233379741526,29.0,20.0,3.0,2013,5,47941,1.0,1.0,1.0,1.0,2.871794871794872,11.428571428571429,2.553191489361702,38.45446182152714,46.3768115942029,37.91748526522593,29.438822447102115,37.68115942028986,28.880157170923383
54,88,N03525784,11.0,FOR000H,7,,,,97.0,278.0,44,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,3,1.0,1.0,1.0,5.455321115357702,99.0,68.0,30.0,21.0,,,,,1,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.356708826689592,99.0,1.0,4.356708826689592,99.0,,1,,,,,,,1.0,234.0,5.455321115357702,1.0,1.0,0.0,,,,,,,,,,,,,67.0,4042.0,4.848233379741526,29.0,20.0,3.0,2013,5,"49851, 50626, 37256",1.0,,1.0,1.0,3.1600407747196737,15.789473684210526,2.651113467656416,41.28787878787879,50.0,40.57377049180328,31.62878787878788,42.5,30.737704918032787
55,89,N03525784,12.0,FOR000H,7,,,,97.0,278.0,62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,2.0,4,2.0,2.0,2.0,7.096306613950961,2.3207039477681635,69.0,31.0,22.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,6231.0,8.737292112544221,1.0,1.0,1.0,1.0,234.0,5.455321115357702,1.0,1.0,0.0,,,,,,,,,,,,,67.0,4042.0,4.848233379741526,29.0,20.0,3.0,2013,6,"47115, 51143",1.0,,1.0,1.0,9.13884007029877,17.073170731707318,8.522727272727272,39.92606284658041,45.63106796116505,39.325842696629216,31.23844731977819,38.83495145631068,30.439223697650664
56,91,N03529298,12.0,FOR000H,4,,,,100.0,286.0,279,0,205.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,8.0,5.0,5.0,5.448255049221072,1.3577684583231993,49.0,23.0,17.0,5.349730829740731,1.2753630417237127,12.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,205.0,0,1.0,2053.0,7.627057417018934,1.0,1.0,1.0,1.0,383.0,5.948034989180646,1.0,1.0,0.0,,,,,,,6.0,473.0,5.0018246645948325,3.0,3.0,0.0,41.0,566.0,4.751675851639318,18.0,12.0,0.0,2012,5,9999999,0.0,0.0,0.0,0.0,1.8924302788844625,2.898550724637681,1.818181818181818,37.67572633552015,34.45378151260504,38.08016877637131,30.2717900656045,27.73109243697479,30.590717299578056
57,92,N03529298,22.0,FOR000H,5,,,,106.0,280.0,158,0,0.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,2,4.0,0.0,0.0,3.6866724755830447,0.3770796035610768,53.0,23.0,17.0,,,,,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,6.054261828860059,0.4106215277406738,4.0,6.073502994015829,0.3374723432257274,39.0,0,,,,,,,1.0,50.0,3.912023005428146,0.0,0.0,0.0,1.0,58.0,4.060443010546419,0.0,0.0,0.0,2.0,35.0,3.387111943178807,0.0,0.0,0.0,49.0,2053.0,4.865403067571033,23.0,17.0,1.0,2013,1,49851,0.0,0.0,0.0,0.0,2.800361336946702,27.58620689655172,2.1335807050092765,24.0,40.35087719298245,22.491909385113267,18.814814814814813,31.57894736842105,17.637540453074433
58,94,N03529299,12.0,FOR000H,7,,,,,,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,,,,,,63.0,22.0,14.0,,,,,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,890.0,4.658182242170445,22.0,14.0,0.0,2013,6,49851,1.0,1.0,,1.0,9.75609756097561,5.263157894736842,10.21505376344086,40.87336244541485,40.12738853503185,40.9919028340081,31.79039301310044,31.84713375796178,31.781376518218625
59,95,N03529299,12.0,FOR000H,7,,,,,,28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,3,,,,,,63.0,22.0,14.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,890.0,4.658182242170445,22.0,14.0,0.0,2013,7,49851,1.0,,1.0,1.0,6.095551894563426,4.166666666666666,6.174957118353345,37.789351851851855,35.648148148148145,38.095238095238095,29.86111111111111,27.77777777777778,30.15873015873016
60,96,N03529304,300.0,FOR000H,6,,,,103.0,,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,65.0,34.0,22.0,,,,,0,0,1,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.737669618283368,99.0,1.0,3.737669618283368,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1283.0,4.907315318719696,34.0,22.0,1.0,2013,1,9999999,1.0,1.0,1.0,1.0,5.118483412322275,28.000000000000004,4.563106796116505,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
61,97,N03529304,11.0,FOR000H,6,,,,103.0,,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,65.0,34.0,22.0,,,,,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1283.0,4.907315318719696,34.0,22.0,1.0,2013,1,49851,1.0,,1.0,1.0,5.954631379962192,26.923076923076923,5.426356589147287,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
62,98,N03529304,12.0,FOR000H,6,,,,103.0,,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,65.0,34.0,22.0,,,,,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1283.0,4.907315318719696,34.0,22.0,1.0,2013,1,49851,1.0,,1.0,1.0,6.69811320754717,33.33333333333333,6.081081081081082,32.17967599410898,49.01960784313725,30.756972111553782,25.03681885125184,39.21568627450981,23.824701195219124
63,99,N03529304,11.0,FOR000H,6,,,,103.0,,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2,,,,,,65.0,34.0,22.0,,,,,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1283.0,4.907315318719696,34.0,22.0,1.0,2013,2,49851,1.0,,1.0,1.0,7.604562737642586,47.05882352941176,6.956521739130435,40.26354319180088,60.0,38.775510204081634,31.18594436310395,48.888888888888886,29.82731554160126
64,100,N03529304,21.0,FOR000H,6,,,,103.0,,22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,,,,,,65.0,34.0,22.0,,,,,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1283.0,4.907315318719696,34.0,22.0,1.0,2013,2,49851,1.0,,1.0,1.0,8.064516129032258,23.07692307692308,7.877041306436119,40.26354319180088,60.0,38.775510204081634,31.18594436310395,48.888888888888886,29.82731554160126
65,104,N03536613,21.0,FOR000H,7,,,,104.0,284.0,318,0,228.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,8.0,1.0,0.0,4.227064590244859,0.7656933857915479,82.0,41.0,26.0,,,,,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,228.0,0,,,,,,,1.0,98.0,4.584967478670572,0.0,0.0,0.0,1.0,136.0,4.912654885736052,0.0,0.0,0.0,6.0,151.0,4.053149059592041,1.0,0.0,0.0,75.0,742.0,4.760575005384394,40.0,26.0,0.0,2013,1,9999999,1.0,0.0,1.0,1.0,2.8181818181818183,30.434782608695656,2.2284122562674096,24.0,40.35087719298245,22.491909385113267,18.814814814814813,31.57894736842105,17.637540453074433
66,105,N03536634,22.0,FOR000H,6,,,,98.0,276.0,31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,56.0,25.0,13.0,,,,,0,0,1,1,0,1,1.0,1.0,0.0,0.0,7.0,5.0,2.0,5.326058371277538,1.7898504078936668,3.0,4.6614404175767605,1.7108282539351491,,0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,609.0,4.942584011199507,25.0,13.0,0.0,2012,3,9999999,0.0,1.0,0.0,,2.109704641350211,10.0,1.9396551724137927,32.96903460837887,40.81632653061224,32.60247855100095,25.40983606557377,32.6530612244898,25.07149666348904
67,106,N03536634,11.0,FOR000H,6,,,,98.0,276.0,116,0,0.0,0,3.0,0.0,0.0,0.0,0.0,2,1.0,2,2.0,0.0,0.0,3.887007538625364,0.2452747965873349,58.0,25.0,13.0,,,,,0,0,0,0,0,1,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.406585693946607,0.128831989419188,4.0,3.665602084582535,0.5286048462421848,12.0,0,,,,,,,1.0,58.0,4.060443010546419,0.0,0.0,0.0,1.0,41.0,3.713572066704308,0.0,0.0,0.0,,,,,,,57.0,609.0,4.942584011199507,25.0,13.0,0.0,2012,6,49851,0.0,0.0,0.0,,0.966183574879227,0.0,0.999000999000999,39.81481481481482,33.80281690140845,40.72494669509595,31.11111111111111,25.352112676056336,31.982942430703627
68,107,N03540616,300.0,FOR000H,7,,,,90.0,277.0,171,0,0.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,1,5.0,3.0,3.0,5.913356044011874,1.982176570553829,65.0,36.0,29.0,7.91849515217808,1.5366018478693892,2.0,1.0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.387782755879762,0.1206130876150315,2.0,7.387782755879762,0.1206130876150315,23.0,1,1.0,6393.0,8.762958920766726,1.0,1.0,1.0,1.0,473.0,6.159095388491933,1.0,1.0,0.0,1.0,33.0,3.49650756146648,0.0,0.0,0.0,2.0,620.0,5.574109174667116,1.0,1.0,0.0,60.0,3759.0,5.1423373960938825,33.0,26.0,4.0,2013,2,9999999,0.0,0.0,0.0,1.0,5.996131528046422,12.5,5.893909626719057,37.19135802469136,50.72463768115942,36.37846655791191,28.626543209876544,42.028985507246375,27.814029363784663
