Unnamed: 0.1,Unnamed: 0,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
2199,2399,N13949819,22.0,FOR000H,2,,,,82.0,281.0,100,0,0.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,3.0,1.0,1.0,4.258881776565868,1.8437421527335296,13.0,4.0,3.0,,,,,0,1,2,1,0,1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.073628460821997,0.1765908258358032,3.0,5.363352098923566,0.5171184770525132,3.0,1,1.0,32.0,3.4657359027997265,0.0,0.0,0.0,1.0,582.0,6.366470447731438,1.0,1.0,0.0,1.0,19.0,2.9444389791664403,0.0,0.0,0.0,,,,,,,10.0,517.0,4.412768378278984,3.0,2.0,0.0,2017,3,"47941, 50626",0.0,,0.0,,7.203389830508475,5.660377358490567,7.328244274809161,28.039513677811552,26.17801047120419,28.355555555555554,23.404255319148938,21.98952879581152,23.64444444444445
2200,2400,N13949819,11.0,FOR000H,2,,,,82.0,281.0,137,0,0.0,0,3.0,0.0,0.0,0.0,0.0,2,1.0,2,4.0,1.0,1.0,4.134461361347792,1.525836986510399,14.0,4.0,3.0,,,,,0,0,1,1,0,1,1.0,1.0,1.0,0.0,2.0,1.0,2.0,5.570648203196264,0.5263012345970662,2.0,5.570648203196264,0.5263012345970662,14.0,0,1.0,43.0,3.7612001156935615,0.0,0.0,0.0,1.0,32.0,3.4657359027997265,0.0,0.0,0.0,1.0,582.0,6.366470447731438,1.0,1.0,0.0,1.0,19.0,2.9444389791664403,0.0,0.0,0.0,10.0,517.0,4.412768378278984,3.0,2.0,0.0,2017,4,"47941, 49851, 50626, 3704, 51143",0.0,1.0,1.0,,3.883495145631068,9.67741935483871,3.6231884057971016,31.098430813124107,25.892857142857142,32.08828522920204,26.60485021398003,23.214285714285715,27.249575551782684
2201,2401,N13949819,99.0,FOR000H,2,,,,82.0,281.0,207,0,0.0,0,6.0,0.0,0.0,0.0,0.0,3,,3,6.0,2.0,1.0,4.447517061172527,1.2799817422363362,16.0,5.0,3.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,1.0,,,,1.0,5.332718793265369,99.0,18.0,0,1.0,181.0,5.198497031265826,1.0,0.0,0.0,1.0,141.0,4.948759890378168,0.0,0.0,0.0,1.0,43.0,3.7612001156935615,0.0,0.0,0.0,3.0,582.0,4.258881776565868,1.0,1.0,0.0,10.0,517.0,4.412768378278984,3.0,2.0,0.0,2017,6,47941,0.0,0.0,0.0,,3.911342894393742,0.0,4.329004329004329,28.450704225352112,26.21359223300971,28.62566438876234,21.901408450704228,21.35922330097087,21.943811693242218
2202,2402,N13949820,12.0,FOR000H,2,,,,81.0,285.0,61,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,2.0,0.0,0.0,3.846512874208944,0.1206504601359135,15.0,0.0,0.0,5.728149232487047,1.9286212353406729,5.0,0.0,0,0,2,1,0,0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,5.743285611318735,0.8343775403071751,4.0,6.191173282360758,1.276260543513885,,0,1.0,43.0,3.7612001156935615,0.0,0.0,0.0,1.0,51.0,3.9318256327243257,0.0,0.0,0.0,,,,,,,,,,,,,13.0,143.0,3.4783790842828948,0.0,0.0,0.0,2017,3,9999999,0.0,1.0,1.0,0.0,5.034965034965035,5.555555555555555,5.007363770250368,28.039513677811552,26.17801047120419,28.355555555555554,23.404255319148938,21.98952879581152,23.64444444444445
2203,2403,N13949820,99.0,FOR000H,2,,,,81.0,285.0,82,0,0.0,0,1.0,0.0,0.0,0.0,0.0,2,,2,3.0,1.0,1.0,5.556429334675694,2.962890678390094,16.0,1.0,1.0,5.728149232487047,1.9286212353406729,5.0,0.0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,5.245414837099549,0.1302819390972087,4.0,5.931179581506958,1.341902825662615,12.0,0,1.0,7913.0,8.976262255609193,1.0,1.0,1.0,1.0,43.0,3.7612001156935615,0.0,0.0,0.0,1.0,51.0,3.9318256327243257,0.0,0.0,0.0,,,,,,,13.0,143.0,3.4783790842828948,0.0,0.0,0.0,2017,4,47941,0.0,1.0,0.0,0.0,4.382470119521913,10.0,4.067321178120617,31.098430813124107,25.892857142857142,32.08828522920204,26.60485021398003,23.214285714285715,27.249575551782684
2204,2404,N13949820,12.0,FOR000H,2,,,,81.0,285.0,177,0,89.0,0,2.0,0.0,0.0,0.0,0.0,3,2.0,3,6.0,4.0,3.0,5.582232884394312,1.91663127401326,19.0,4.0,3.0,5.728149232487047,1.9286212353406729,5.0,0.0,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.589704428087324,0.4191723389577227,2.0,5.589704428087324,0.4191723389577227,89.0,0,,,,,,,1.0,173.0,5.153291594497779,1.0,0.0,0.0,1.0,563.0,6.333279628139691,1.0,1.0,0.0,3.0,7913.0,5.556429334675694,1.0,1.0,1.0,13.0,143.0,3.4783790842828948,0.0,0.0,0.0,2017,7,51143,0.0,0.0,0.0,0.0,2.734375,0.0,2.912621359223301,31.59379407616361,36.58536585365854,31.2874251497006,24.118476727785616,29.268292682926827,23.80239520958084
2205,2405,N13949826,12.0,FOR000H,3,,,,102.0,285.0,214,0,141.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,6.0,0.0,0.0,2.8752293329101986,0.6559133996489402,28.0,0.0,0.0,4.228921876444507,0.8839523985183164,11.0,0.0,0,1,0,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.71467281447722,0.3249384262779448,2.0,2.71467281447722,0.3249384262779448,141.0,1,1.0,31.0,3.4339872044851463,0.0,0.0,0.0,1.0,9.0,2.19722457733622,0.0,0.0,0.0,1.0,46.0,3.828641396489095,0.0,0.0,0.0,3.0,20.0,2.597174273050244,0.0,0.0,0.0,22.0,95.0,3.052755600695773,0.0,0.0,0.0,2018,9,9999999,0.0,0.0,0.0,0.0,1.6783216783216783,3.333333333333333,1.6058394160583942,23.85321100917432,25.53191489361702,23.61733931240658,18.676277850589777,21.27659574468085,18.31091180866965
2206,2406,N13949826,22.0,FOR000H,5,,,,89.0,267.0,83,0,15.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,2,2.0,0.0,0.0,3.887007538625364,0.2452747965873349,44.0,2.0,2.0,4.834896675844735,1.648526052212176,9.0,2.0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.364489984583116,0.4371820874367636,4.0,4.578456444706918,0.5572659771437869,15.0,0,1.0,41.0,3.713572066704308,0.0,0.0,0.0,1.0,58.0,4.060443010546419,0.0,0.0,0.0,,,,,,,,,,,,,42.0,287.0,3.37327632086801,2.0,2.0,0.0,2020,6,"47941, 51143",0.0,1.0,0.0,0.0,6.204906204906205,2.631578947368421,6.412213740458015,27.259368111682587,28.93081761006289,27.08333333333333,21.08743570903747,22.641509433962263,20.916666666666668
2207,2407,N13949826,22.0,FOR000H,5,,,,89.0,267.0,103,0,35.0,0,1.0,0.0,0.0,0.0,0.0,2,2.0,3,3.0,1.0,1.0,5.111017777564704,2.12713024001952,45.0,3.0,3.0,4.834896675844735,1.648526052212176,9.0,2.0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.543068384258438,0.4369380804731229,4.0,4.744830357014276,0.409731360566727,35.0,0,1.0,1918.0,7.559038255443384,1.0,1.0,1.0,1.0,41.0,3.713572066704308,0.0,0.0,0.0,1.0,58.0,4.060443010546419,0.0,0.0,0.0,,,,,,,42.0,287.0,3.37327632086801,2.0,2.0,0.0,2020,7,"36796, 62535",0.0,0.0,0.0,0.0,2.672292545710268,2.272727272727273,2.6986506746626686,26.27683197631384,24.42748091603053,26.475409836065573,20.72538860103627,19.84732824427481,20.81967213114754
2208,2408,N13949826,21.0,FOR000H,6,,,,78.0,281.0,54,0,7.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,4,2.0,0.0,0.0,3.4667115128653574,0.7386049004119679,53.0,4.0,3.0,5.734533022689614,2.4910334919659114,4.0,2.0,1,1,1,1,1,0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,4.960049409170662,1.986547696974586,3.0,4.440432066667826,1.6682902697272568,7.0,1,1.0,19.0,2.9444389791664403,0.0,0.0,0.0,1.0,54.0,3.9889840465642745,0.0,0.0,0.0,,,,,,,,,,,,,51.0,1918.0,3.6246495260157214,4.0,3.0,1.0,2021,4,47941,0.0,1.0,0.0,1.0,7.507082152974505,2.3255813953488373,7.84313725490196,25.90529247910863,26.13636363636364,25.87301587301588,20.403899721448468,18.75,20.63492063492064
2209,2409,N13949826,21.0,FOR000H,6,,,,78.0,281.0,134,0,87.0,0,1.0,0.0,0.0,0.0,0.0,2,2.0,5,4.0,0.0,0.0,3.752639916067292,0.6682217798008344,55.0,4.0,3.0,5.734533022689614,2.4910334919659114,4.0,2.0,1,1,0,0,1,0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,5.5122136135339455,2.388625892641332,4.0,5.534689915370384,1.9508228622578825,87.0,1,1.0,35.0,3.555348061489413,0.0,0.0,0.0,,,,,,,1.0,92.0,4.5217885770490405,0.0,0.0,0.0,2.0,54.0,3.4667115128653574,0.0,0.0,0.0,51.0,1918.0,3.6246495260157214,4.0,3.0,1.0,2021,7,"36796, 62535, 51143",0.0,0.0,0.0,1.0,4.116865869853918,3.571428571428571,4.137931034482759,24.076607387140903,20.54794520547945,24.46808510638298,18.87824897400821,15.068493150684931,19.300911854103344
2210,2410,N13949826,11.0,FOR000H,6,,,,78.0,281.0,140,0,93.0,0,1.0,0.0,0.0,0.0,0.0,2,1.0,5,4.0,0.0,0.0,3.752639916067292,0.6682217798008344,55.0,4.0,3.0,5.734533022689614,2.4910334919659114,4.0,2.0,1,1,0,0,1,0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,5.5122136135339455,2.388625892641332,4.0,5.534689915370384,1.9508228622578825,93.0,1,,,,,,,1.0,35.0,3.555348061489413,0.0,0.0,0.0,1.0,92.0,4.5217885770490405,0.0,0.0,0.0,2.0,54.0,3.4667115128653574,0.0,0.0,0.0,51.0,1918.0,3.6246495260157214,4.0,3.0,1.0,2021,7,"62535, 36796",0.0,0.0,0.0,1.0,4.545454545454546,0.0,4.696132596685083,24.076607387140903,20.54794520547945,24.46808510638298,18.87824897400821,15.068493150684931,19.300911854103344
2211,2411,N13949826,12.0,FOR000H,7,,,,68.0,281.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,6,,,,,,60.0,8.0,6.0,,,,,1,1,1,1,0,1,1.0,1.0,2.0,0.0,0.0,0.0,3.0,6.292563026737345,2.7275422773329763,3.0,6.292563026737345,2.7275422773329763,,1,,,,,,,,,,,,,,,,,,,,,,,,,60.0,3311.0,3.806186598490073,8.0,6.0,2.0,2022,2,51143,1.0,1.0,1.0,1.0,6.647807637906649,24.324324324324326,5.6716417910447765,23.36842105263158,24.24242424242424,23.27919566898685,17.82456140350877,21.96969696969697,17.40139211136891
2212,2412,N13949826,11.0,FOR000H,7,,,,68.0,281.0,70,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1.0,7,2.0,0.0,0.0,3.93355275015837,0.1794499271738334,62.0,8.0,6.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,45.0,3.80666248977032,0.0,0.0,0.0,1.0,58.0,4.060443010546419,0.0,0.0,0.0,,,,,,,,,,,,,60.0,3311.0,3.806186598490073,8.0,6.0,2.0,2022,4,"51143, 50626, 36021, 36796",1.0,,1.0,1.0,10.369318181818182,18.181818181818183,9.848484848484848,30.3330970942594,37.25490196078432,29.4912559618442,24.167257264351523,28.10457516339869,23.68839427662957
2213,2413,N13949827,300.0,FOR000H,4,,,,118.0,283.0,256,0,166.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,7.0,3.0,2.0,4.780773467545241,0.9368438167148816,43.0,17.0,9.0,6.8568472741754025,0.5391584339573802,7.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,166.0,0,1.0,437.0,6.07993319509559,1.0,1.0,0.0,1.0,306.0,5.723585101952381,1.0,1.0,0.0,1.0,175.0,5.1647859739235145,1.0,0.0,0.0,4.0,110.0,4.1242775004613,0.0,0.0,0.0,36.0,1026.0,4.712178537172068,14.0,7.0,1.0,2019,12,9999999,0.0,0.0,0.0,1.0,1.6150740242261103,11.538461538461538,1.2552301255230125,16.065573770491802,24.637681159420293,15.65934065934066,11.80327868852459,18.84057971014493,11.46978021978022
2214,2414,N13949827,300.0,FOR000H,5,,,,82.0,207.0,169,0,0.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,2,6.0,6.0,6.0,6.688854485983227,0.3343186121925707,50.0,24.0,16.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,34.0,0,1.0,1229.0,7.113956109566034,1.0,1.0,1.0,1.0,567.0,6.340359303727752,1.0,1.0,0.0,1.0,1168.0,7.0630481633881725,1.0,1.0,1.0,3.0,814.0,6.538587779739134,3.0,3.0,0.0,44.0,1026.0,4.757642946080947,18.0,10.0,1.0,2020,7,51143,1.0,,1.0,1.0,2.6206896551724137,5.714285714285714,2.4637681159420293,24.14793328498912,20.454545454545457,24.538893344025663,18.70920957215373,15.909090909090908,19.0056134723336
2215,2415,N13949829,22.0,FOR000H,6,,,,113.0,276.0,224,0,99.0,0,3.0,0.0,0.0,0.0,0.0,1,1.0,1,8.0,5.0,5.0,5.474835706964347,1.9436850002137749,64.0,21.0,17.0,3.980874773181666,0.542013570225572,5.0,,1,1,0,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.401071852599237,0.1242611100547047,3.0,5.766306231794779,0.6386774357804352,99.0,1,1.0,1409.0,7.25063551189868,1.0,1.0,1.0,1.0,881.0,6.78105762593618,1.0,1.0,0.0,2.0,1487.0,6.781091767171397,2.0,2.0,1.0,4.0,297.0,4.051202245884282,1.0,1.0,0.0,56.0,3944.0,4.2999194471146405,16.0,12.0,2.0,2022,7,9999999,0.0,0.0,0.0,0.0,5.20393811533052,0.0,5.457227138643068,21.083890126206384,18.33333333333333,21.352893235533823,17.14922048997773,14.166666666666666,17.440912795436024
2216,2416,N13949830,12.0,FOR000H,2,,,,73.0,278.0,126,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,4.0,0.0,0.0,3.518698288973589,0.4556571316999573,22.0,1.0,0.0,3.952204919705245,1.4826653923223847,9.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,3.522367643496678,0.6928667144368434,4.0,3.730952939294907,0.7029040891017364,14.0,0,,,,,,,1.0,36.0,3.58351893845611,0.0,0.0,0.0,1.0,20.0,2.995732273553991,0.0,0.0,0.0,2.0,60.0,3.747770971942128,0.0,0.0,0.0,18.0,176.0,3.667478789414208,1.0,0.0,0.0,2017,11,9999999,0.0,0.0,0.0,0.0,2.396804260985353,0.0,2.462380300957592,21.025641025641026,15.254237288135592,21.497919556171983,14.615384615384617,13.559322033898304,14.701803051317611
2217,2417,N13949832,22.0,FOR000H,5,,,,108.0,283.0,147,0,53.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,5.0,4.0,4.0,6.518825181138345,2.326702885732753,50.0,5.0,5.0,3.917565487334148,1.1028475626239054,6.0,0.0,1,1,0,0,1,0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,5.363721836603744,0.1355717129166164,4.0,5.865657915306175,0.6488483357621236,53.0,1,1.0,9999.0,9.21024036697585,1.0,1.0,1.0,1.0,2454.0,7.805474625270857,1.0,1.0,1.0,1.0,382.0,5.945420608606575,1.0,1.0,0.0,2.0,763.0,4.816495152419224,1.0,1.0,0.0,46.0,456.0,2.854250997937548,1.0,1.0,0.0,2020,10,9999999,0.0,0.0,0.0,0.0,1.7150395778364116,4.0,1.6371077762619373,23.374827109266946,18.33333333333333,23.83107088989442,17.7731673582296,13.333333333333334,18.17496229260935
2218,2418,N13949835,99.0,FOR000H,1,,,,86.0,,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,3.993299303694045,1.5499602439016364,9.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,10.0,9.0,2.0,4.162410649384391,0.9417291781596328,4.0,3.6697978348915328,0.7876123478298508,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2,9999999,0.0,0.0,0.0,0.0,3.303303303303303,11.11111111111111,2.857142857142857,27.500000000000004,33.00970873786408,27.03368940016434,21.439393939393938,27.184466019417474,20.9531635168447
2219,2419,N13954231,12.0,FOR000H,2,,,,51.0,286.0,216,0,63.0,0,5.0,0.0,0.0,0.0,0.0,1,1.0,1,6.0,1.0,0.0,3.954131746217732,0.7260687095083813,21.0,3.0,2.0,4.199043506126331,1.270076056890032,15.0,0.0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.591105136666647,0.1808173158092863,4.0,3.908281953590404,0.6513072500030436,63.0,0,,,,,,,1.0,42.0,3.737669618283368,0.0,0.0,0.0,1.0,57.0,4.04305126783455,0.0,0.0,0.0,4.0,190.0,3.9860173977971183,1.0,0.0,0.0,15.0,3822.0,3.870921517206391,2.0,2.0,1.0,2017,11,9999999,0.0,0.0,0.0,0.0,2.2606382978723407,0.0,2.3224043715847,21.025641025641026,15.254237288135592,21.497919556171983,14.615384615384617,13.559322033898304,14.701803051317611
2220,2420,N13954231,22.0,FOR000H,4,,,,70.0,275.0,136,0,65.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,2,4.0,0.0,0.0,3.6570915076988153,0.784030141518821,46.0,7.0,5.0,4.354998987007891,1.0278517464149908,10.0,0.0,0,0,0,0,1,0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,5.217857764021916,0.9359887654695116,4.0,5.154104480581413,0.774795394919119,65.0,0,1.0,112.0,4.718498871295094,0.0,0.0,0.0,1.0,37.0,3.610917912644224,0.0,0.0,0.0,1.0,17.0,2.833213344056216,0.0,0.0,0.0,1.0,32.0,3.4657359027997265,0.0,0.0,0.0,42.0,3822.0,4.072228266118962,7.0,5.0,1.0,2020,6,47941,0.0,0.0,0.0,0.0,6.294706723891273,2.380952380952381,6.54490106544901,27.259368111682587,28.93081761006289,27.08333333333333,21.08743570903747,22.641509433962263,20.916666666666668
2221,2421,N13954234,12.0,FOR000H,2,,,,89.0,275.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,14.0,0.0,0.0,4.263698629156442,0.688668919635805,10.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,7.0,7.0,2.0,2.756714373082491,0.9578084235964616,4.0,3.239565505014294,0.8370980455946085,,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,72.0,3.2838042078110274,0.0,0.0,0.0,2017,3,9999999,0.0,0.0,0.0,0.0,4.8582995951417,4.545454545454546,4.878048780487805,28.039513677811552,26.17801047120419,28.355555555555554,23.404255319148938,21.98952879581152,23.64444444444445
2222,2422,N13954239,22.0,FOR000H,4,,,,125.0,286.0,69,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,2.0,0.0,0.0,3.1934396596813226,1.1250696613996591,30.0,1.0,1.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,54.0,3.9889840465642745,0.0,0.0,0.0,1.0,11.0,2.3978952727983707,0.0,0.0,0.0,,,,,,,,,,,,,28.0,338.0,3.0119496302499407,1.0,1.0,0.0,2019,4,9999999,1.0,,1.0,1.0,1.608187134502924,0.0,1.71606864274571,28.307939053728948,26.490066225165563,28.558394160583944,21.57177225340818,17.880794701986755,22.08029197080292
2223,2423,N13954254,99.0,FOR000H,1,,,,99.0,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,5.663359029262995,2.691522265664232,4.0,2.0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,9.0,9.0,2.0,3.1201379225853847,0.2484758286776942,4.0,3.767704713946842,0.7645052075742234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2,9999999,0.0,0.0,0.0,1.0,4.397163120567376,4.054054054054054,4.437400950871632,24.961715160796324,32.20338983050847,24.24242424242424,19.29555895865237,27.11864406779661,18.51851851851852
2224,2424,N13954254,12.0,FOR000H,2,,,,73.0,274.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,11.0,0.0,0.0,,,,,0,1,1,1,0,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.9444389791664403,99.0,3.0,6.2607450353813645,2.9538479849195265,,1,,,,,,,,,,,,,,,,,,,,,,,,,11.0,107.0,3.6664695708329065,0.0,0.0,0.0,2017,4,51143,0.0,0.0,0.0,,4.635761589403973,6.122448979591836,4.53257790368272,28.039513677811552,26.17801047120419,28.355555555555554,23.404255319148938,21.98952879581152,23.64444444444445
2225,2425,N13954254,99.0,FOR000H,2,,,,73.0,274.0,105,0,0.0,0,1.0,0.0,0.0,0.0,0.0,2,,2,2.0,0.0,0.0,3.407819995037165,0.6553197171906022,13.0,0.0,0.0,,,,,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23.0,1,,,,,,,1.0,19.0,2.9444389791664403,0.0,0.0,0.0,1.0,48.0,3.871201010907891,0.0,0.0,0.0,,,,,,,11.0,107.0,3.6664695708329065,0.0,0.0,0.0,2017,7,"47941, 51143",1.0,,1.0,1.0,2.493438320209974,0.0,2.664796633941094,31.59379407616361,36.58536585365854,31.2874251497006,24.118476727785616,29.268292682926827,23.80239520958084
2226,2426,N13954258,11.0,FOR000H,3,,,,77.0,280.0,96,0,15.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,3.0,0.0,0.0,2.46339380940881,0.2560914020420516,23.0,0.0,0.0,,,,,0,0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.087596335232384,99.0,1.0,5.087596335232384,99.0,15.0,0,1.0,9.0,2.19722457733622,0.0,0.0,0.0,1.0,15.0,2.70805020110221,0.0,0.0,0.0,1.0,12.0,2.4849066497880004,0.0,0.0,0.0,,,,,,,20.0,55.0,2.8439942067292354,0.0,0.0,0.0,2018,7,9999999,1.0,1.0,1.0,1.0,4.365620736698499,0.0,4.819277108433735,24.306569343065693,23.703703703703702,24.37246963562753,19.27007299270073,18.51851851851852,19.35222672064777
2227,2427,N13954258,11.0,FOR000H,3,,,,77.0,280.0,122,0,41.0,0,2.0,0.0,0.0,0.0,0.0,2,2.0,2,4.0,0.0,0.0,2.787845385979998,0.6817603486255469,24.0,0.0,0.0,,,,,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.0,1,1.0,43.0,3.7612001156935615,0.0,0.0,0.0,1.0,9.0,2.19722457733622,0.0,0.0,0.0,1.0,15.0,2.70805020110221,0.0,0.0,0.0,1.0,12.0,2.4849066497880004,0.0,0.0,0.0,20.0,55.0,2.8439942067292354,0.0,0.0,0.0,2018,8,47941,1.0,,1.0,1.0,3.4928848641655885,2.4390243902439024,3.551912568306011,24.863013698630137,25.125628140703515,24.821570182394925,19.931506849315067,20.100502512562816,19.904837430610627
2228,2428,N13954260,99.0,FOR000H,2,,,,93.0,276.0,206,0,103.0,0,2.0,0.0,0.0,0.0,0.0,1,,1,7.0,5.0,5.0,6.083966247872719,1.8591331077407705,17.0,5.0,5.0,5.18963617702265,1.536593958578425,11.0,2.0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,6.479543126288829,0.3897804289595228,4.0,6.064727736117881,0.8885792518906889,103.0,0,1.0,1036.0,6.943122422819428,1.0,1.0,1.0,1.0,1344.0,7.203405521083095,1.0,1.0,1.0,1.0,925.0,6.829793737512425,1.0,1.0,0.0,4.0,1399.0,5.402860513423521,2.0,2.0,2.0,10.0,38.0,2.340995590688876,0.0,0.0,0.0,2017,10,9999999,0.0,0.0,0.0,0.0,1.261034047919294,0.0,1.2903225806451613,20.81418253447144,12.844036697247708,21.428571428571427,14.576493762311229,11.926605504587156,14.78076379066478
2229,2429,N13954260,99.0,FOR000H,3,,,,99.0,280.0,56,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,2.0,0.0,0.0,4.136923466392254,0.633629918704055,23.0,8.0,8.0,4.406798099313625,0.4814801815095741,5.0,0.0,0,0,1,1,0,0,1.0,1.0,1.0,0.0,6.0,4.0,2.0,5.6587593343138085,1.5775050978467786,4.0,5.183880851267388,1.436180593201333,,0,1.0,98.0,4.584967478670572,0.0,0.0,0.0,1.0,40.0,3.688879454113936,0.0,0.0,0.0,,,,,,,,,,,,,21.0,1399.0,4.2979347898318725,8.0,8.0,4.0,2018,6,36796,0.0,0.0,0.0,0.0,2.0771513353115725,0.0,2.1875,23.455882352941178,21.656050955414013,23.69077306733168,17.72058823529412,15.286624203821656,18.038237738985867
