CowID,Lact,DIM,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N06651822,5,132,32.0,45,60.0,50,52.0,53,60.0,57,68.0,50,3
N06651822,5,160,31.0,45,66.0,50,67.0,53,51.0,57,59.0,50,3
N06651822,5,253,29.0,45,66.0,50,67.0,53,62.0,57,46.0,50,3
N06651826,3,10,58.0,45,58.0,50,59.0,53,55.0,57,59.0,50,3
N06651829,4,156,24.0,45,42.0,50,56.0,53,55.0,57,61.0,50,3
N06651829,4,182,28.0,45,52.0,50,57.0,53,59.0,57,56.0,50,3
N06651829,5,59,81.0,45,66.0,50,81.0,53,61.0,57,67.0,50,4
N06651830,3,60,45.0,45,39.0,50,34.0,53,54.0,57,57.0,50,3
N06653534,6,6,67.0,45,60.0,50,82.0,53,47.0,57,51.0,50,4
N06653534,7,4,76.0,45,66.0,50,86.0,53,52.0,57,58.0,50,4
N06653534,7,166,81.0,45,73.0,50,86.0,53,52.0,57,44.0,50,4
N06655049,4,6,39.0,45,44.0,50,40.0,53,59.0,57,51.0,50,3
N06655049,4,267,13.0,45,39.0,50,39.0,53,67.0,57,28.0,50,2
N06655049,4,273,13.0,45,39.0,50,39.0,53,62.0,57,29.0,50,2
N06655049,5,91,73.0,45,57.0,50,64.0,53,62.0,57,70.0,50,4
N06655049,6,1,65.0,45,63.0,50,63.0,53,60.0,57,68.0,50,3
N06655049,8,2,78.0,45,73.0,50,80.0,53,62.0,57,61.0,50,4
N06655056,4,303,16.0,45,32.0,50,32.0,53,71.0,57,31.0,50,2
N06655061,4,84,48.0,45,50.0,50,42.0,53,54.0,57,55.0,50,3
N06655061,5,1,68.0,45,72.0,50,71.0,53,66.0,57,56.0,50,4
N06657592,3,4,38.0,45,52.0,50,63.0,53,52.0,57,55.0,50,3
N06657592,3,8,38.0,45,52.0,50,63.0,53,57.0,57,56.0,50,3
N06657592,3,26,46.0,45,65.0,50,74.0,53,39.0,57,59.0,50,4
N06657592,3,336,13.0,45,36.0,50,62.0,53,52.0,57,29.0,50,3
N06657592,3,340,13.0,45,33.0,50,62.0,53,57.0,57,21.0,50,3
N06657592,4,4,76.0,45,74.0,50,86.0,53,69.0,57,77.0,50,4
N06657592,4,9,76.0,45,74.0,50,86.0,53,67.0,57,78.0,50,4
N06657592,4,18,76.0,45,81.0,50,87.0,53,59.0,57,76.0,50,4
N06657592,4,35,78.0,45,84.0,50,90.0,53,57.0,57,80.0,50,4
N06657592,4,55,79.0,45,84.0,50,92.0,53,62.0,57,79.0,50,5
N06657595,3,326,12.0,45,26.0,50,30.0,53,66.0,57,14.0,50,2
N06657595,4,316,14.0,45,31.0,50,26.0,53,64.0,57,22.0,50,2
N06657595,4,322,14.0,45,31.0,50,33.0,53,66.0,57,19.0,50,2
N06657604,5,128,72.0,45,60.0,50,67.0,53,61.0,57,55.0,50,4
N06657604,5,140,74.0,45,63.0,50,67.0,53,65.0,57,52.0,50,4
N06657604,5,225,81.0,45,74.0,50,77.0,53,71.0,57,57.0,50,4
N06661623,5,4,74.0,45,67.0,50,81.0,53,68.0,57,52.0,50,4
N06661623,5,4,74.0,45,67.0,50,81.0,53,68.0,57,52.0,50,4
N06661626,5,109,67.0,45,55.0,50,68.0,53,66.0,57,58.0,50,3
N06666256,4,2,71.0,45,65.0,50,64.0,53,65.0,57,56.0,50,4
N06666270,5,402,18.0,45,43.0,50,48.0,53,60.0,57,30.0,50,2
N06666271,5,4,85.0,45,68.0,50,86.0,53,46.0,57,49.0,50,4
N06666272,5,0,61.0,45,53.0,50,52.0,53,70.0,57,48.0,50,3
N06666274,4,5,41.0,45,47.0,50,41.0,53,53.0,57,46.0,50,2
N06666274,7,139,27.0,45,43.0,50,37.0,53,67.0,57,46.0,50,2
N06666274,10,5,83.0,45,70.0,50,82.0,53,65.0,57,59.0,50,4
N06666274,10,26,85.0,45,80.0,50,91.0,53,55.0,57,66.0,50,5
N06666276,5,1,57.0,45,57.0,50,51.0,53,67.0,57,58.0,50,3
N06666276,5,51,71.0,45,72.0,50,71.0,53,57.0,57,70.0,50,4
N06666277,3,3,76.0,45,73.0,50,89.0,53,44.0,57,65.0,50,4
N06666277,3,20,76.0,45,80.0,50,91.0,53,70.0,57,68.0,50,5
N06666277,3,67,82.0,45,88.0,50,91.0,53,56.0,57,67.0,50,5
N06666277,3,106,88.0,45,88.0,50,93.0,53,61.0,57,64.0,50,5
N06672266,3,76,51.0,45,51.0,50,46.0,53,47.0,57,54.0,50,3
N06672266,3,102,66.0,45,61.0,50,60.0,53,46.0,57,57.0,50,3
N06672275,4,76,26.0,45,40.0,50,44.0,53,70.0,57,68.0,50,3
N06672275,7,20,68.0,45,61.0,50,65.0,53,58.0,57,56.0,50,3
N06672276,3,153,56.0,45,44.0,50,37.0,53,57.0,57,45.0,50,3
N06672277,3,56,50.0,45,51.0,50,48.0,53,56.0,57,48.0,50,3
N06672277,3,213,67.0,45,69.0,50,67.0,53,69.0,57,54.0,50,3
N06672277,3,221,67.0,45,69.0,50,67.0,53,69.0,57,61.0,50,3
N06672277,3,239,72.0,45,71.0,50,68.0,53,42.0,57,49.0,50,4
N06672277,3,301,24.0,45,61.0,50,64.0,53,50.0,57,58.0,50,3
N06672284,3,6,50.0,45,53.0,50,55.0,53,51.0,57,56.0,50,3
N06672284,4,330,71.0,45,61.0,50,67.0,53,57.0,57,36.0,50,4
N06672288,3,224,62.0,45,68.0,50,72.0,53,56.0,57,59.0,50,4
N06672288,4,200,32.0,45,53.0,50,71.0,53,66.0,57,62.0,50,4
N06672288,6,51,83.0,45,78.0,50,74.0,53,60.0,57,72.0,50,4
N06672288,6,301,36.0,45,69.0,50,46.0,53,59.0,57,50.0,50,3
N06672288,6,352,31.0,45,57.0,50,44.0,53,41.0,57,33.0,50,3
N06672288,8,43,91.0,45,79.0,50,81.0,53,44.0,57,53.0,50,5
N06672289,6,216,69.0,45,45.0,50,57.0,53,42.0,57,43.0,50,3
N06672293,4,251,21.0,45,55.0,50,42.0,53,67.0,57,58.0,50,3
N06672293,4,257,21.0,45,55.0,50,42.0,53,73.0,57,55.0,50,3
N06672294,4,234,14.0,45,51.0,50,74.0,53,48.0,57,47.0,50,4
N06672294,4,254,16.0,45,46.0,50,79.0,53,51.0,57,53.0,50,4
N06672294,4,268,17.0,45,48.0,50,82.0,53,44.0,57,57.0,50,4
N06672294,4,278,17.0,45,54.0,50,84.0,53,33.0,57,53.0,50,4
N06672294,5,187,29.0,45,64.0,50,67.0,53,61.0,57,62.0,50,3
N06672297,6,75,74.0,45,64.0,50,88.0,53,64.0,57,55.0,50,4
N06672297,6,230,32.0,45,57.0,50,81.0,53,47.0,57,36.0,50,4
N06672297,7,21,87.0,45,69.0,50,89.0,53,73.0,57,38.0,50,4
N06672297,7,29,89.0,45,69.0,50,89.0,53,70.0,57,39.0,50,4
N06672306,7,25,67.0,45,58.0,50,78.0,53,69.0,57,52.0,50,4
N06672306,8,42,71.0,45,60.0,50,77.0,53,65.0,57,54.0,50,4
N06672307,8,3,65.0,45,54.0,50,61.0,53,61.0,57,49.0,50,3
N06672307,8,92,77.0,45,69.0,50,71.0,53,70.0,57,60.0,50,4
N06672310,3,150,61.0,45,54.0,50,68.0,53,66.0,57,58.0,50,3
N06672310,3,157,62.0,45,54.0,50,70.0,53,70.0,57,59.0,50,3
N06672311,8,191,25.0,45,40.0,50,46.0,53,38.0,57,31.0,50,2
N06672312,4,257,16.0,45,35.0,50,51.0,53,63.0,57,21.0,50,3
N06672312,6,193,76.0,45,60.0,50,70.0,53,58.0,57,54.0,50,4
N06672313,3,179,25.0,45,50.0,50,46.0,53,65.0,57,60.0,50,3
N06672313,4,336,25.0,45,38.0,50,59.0,53,45.0,57,19.0,50,3
N06672313,4,343,25.0,45,41.0,50,59.0,53,59.0,57,16.0,50,3
N06672314,3,285,15.0,45,36.0,50,39.0,53,50.0,57,28.0,50,2
N06672314,4,108,71.0,45,63.0,50,61.0,53,67.0,57,62.0,50,4
N06672314,4,372,22.0,45,40.0,50,60.0,53,54.0,57,28.0,50,3
N06672314,5,22,76.0,45,70.0,50,76.0,53,63.0,57,73.0,50,4
N06672314,5,110,83.0,45,78.0,50,81.0,53,70.0,57,71.0,50,4
N06672316,3,134,20.0,45,47.0,50,40.0,53,55.0,57,64.0,50,3
N06672316,5,167,33.0,45,51.0,50,64.0,53,57.0,57,54.0,50,3
N06672316,5,180,34.0,45,56.0,50,69.0,53,69.0,57,59.0,50,3
N06675262,5,4,62.0,45,55.0,50,65.0,53,64.0,57,51.0,50,3
N06675263,5,6,48.0,45,47.0,50,45.0,53,51.0,57,56.0,50,3
N06675263,5,141,21.0,45,44.0,50,41.0,53,46.0,57,54.0,50,3
N06675263,5,156,21.0,45,54.0,50,47.0,53,55.0,57,57.0,50,3
N06675263,5,161,21.0,45,54.0,50,47.0,53,71.0,57,56.0,50,3
N06675272,4,394,70.0,45,52.0,50,47.0,53,64.0,57,40.0,50,3
N06675272,4,409,71.0,45,52.0,50,47.0,53,65.0,57,40.0,50,4
N07677505,3,75,48.0,45,53.0,50,57.0,53,61.0,57,59.0,50,3
N07677505,3,79,49.0,45,53.0,50,57.0,53,59.0,57,59.0,50,3
N07677505,4,308,19.0,45,35.0,50,52.0,53,53.0,57,23.0,50,3
N07677506,3,348,17.0,45,39.0,50,34.0,53,48.0,57,25.0,50,2
N07677508,4,34,47.0,45,49.0,50,47.0,53,48.0,57,50.0,50,3
N07677508,4,130,65.0,45,64.0,50,58.0,53,60.0,57,61.0,50,3
N07677508,5,4,66.0,45,70.0,50,72.0,53,69.0,57,73.0,50,4
N07677508,5,46,73.0,45,79.0,50,72.0,53,60.0,57,75.0,50,4
N07677508,5,49,73.0,45,79.0,50,76.0,53,49.0,57,76.0,50,4
N07677508,7,120,31.0,45,54.0,50,67.0,53,45.0,57,53.0,50,3
N07677508,8,79,84.0,45,76.0,50,89.0,53,67.0,57,65.0,50,4
N07681316,4,35,61.0,45,61.0,50,67.0,53,62.0,57,66.0,50,3
N07681316,4,40,61.0,45,61.0,50,67.0,53,68.0,57,70.0,50,3
N07681319,7,81,70.0,45,61.0,50,70.0,53,55.0,57,62.0,50,3
N07681319,7,114,79.0,45,73.0,50,77.0,53,63.0,57,53.0,50,4
N07681323,5,56,71.0,45,65.0,50,71.0,53,66.0,57,65.0,50,4
N07681323,5,136,32.0,45,59.0,50,53.0,53,47.0,57,56.0,50,3
N07681323,6,42,85.0,45,85.0,50,89.0,53,54.0,57,71.0,50,4
N07681324,3,280,19.0,45,35.0,50,55.0,53,46.0,57,24.0,50,3
N07681324,4,0,87.0,45,76.0,50,92.0,53,69.0,57,55.0,50,5
N07681326,2,212,55.0,45,61.0,50,58.0,53,60.0,57,61.0,50,3
N07681326,2,266,64.0,45,75.0,50,72.0,53,49.0,57,57.0,50,4
N07681326,2,280,68.0,45,77.0,50,78.0,53,51.0,57,61.0,50,4
N07681326,3,173,21.0,45,57.0,50,62.0,53,61.0,57,64.0,50,3
N07681326,3,177,20.0,45,58.0,50,62.0,53,58.0,57,63.0,50,3
N07681326,3,195,20.0,45,61.0,50,64.0,53,63.0,57,61.0,50,3
N07681326,3,196,20.0,45,61.0,50,64.0,53,59.0,57,62.0,50,3
N07681326,4,345,24.0,45,42.0,50,79.0,53,66.0,57,6.0,50,4
N07681326,4,348,26.0,45,45.0,50,81.0,53,65.0,57,7.0,50,4
N07681326,5,1,87.0,45,85.0,50,92.0,53,47.0,57,65.0,50,5
N07681326,5,9,87.0,45,85.0,50,92.0,53,67.0,57,69.0,50,5
N07685542,3,398,13.0,45,35.0,50,51.0,53,54.0,57,7.0,50,3
N07685542,3,404,13.0,45,31.0,50,52.0,53,54.0,57,6.0,50,3
N07685543,3,3,44.0,45,51.0,50,59.0,53,57.0,57,58.0,50,3
N07685545,5,4,54.0,45,49.0,50,51.0,53,65.0,57,58.0,50,3
N07685546,5,151,21.0,45,32.0,50,32.0,53,65.0,57,49.0,50,2
N07685546,6,5,73.0,45,65.0,50,71.0,53,62.0,57,60.0,50,4
N07685546,6,28,80.0,45,69.0,50,73.0,53,52.0,57,68.0,50,4
N07685546,6,38,82.0,45,75.0,50,78.0,53,54.0,57,70.0,50,4
N07685548,2,224,53.0,45,52.0,50,53.0,53,68.0,57,59.0,50,3
N07685548,2,236,64.0,45,64.0,50,65.0,53,57.0,57,59.0,50,3
N07685548,4,207,36.0,45,57.0,50,64.0,53,65.0,57,64.0,50,3
N07685548,4,318,29.0,45,52.0,50,69.0,53,62.0,57,34.0,50,3
N07685549,3,69,45.0,45,48.0,50,43.0,53,61.0,57,52.0,50,3
N07685549,3,86,53.0,45,63.0,50,58.0,53,55.0,57,56.0,50,3
N07685549,3,151,70.0,45,74.0,50,68.0,53,60.0,57,62.0,50,4
N07685637,4,46,46.0,45,39.0,50,35.0,53,67.0,57,52.0,50,3
N07685637,4,62,55.0,45,54.0,50,49.0,53,61.0,57,58.0,50,3
N07685637,8,383,19.0,45,42.0,50,43.0,53,60.0,57,10.0,50,2
N07685643,3,224,52.0,45,38.0,50,36.0,53,64.0,57,44.0,50,3
N07685646,3,4,79.0,45,71.0,50,85.0,53,36.0,57,58.0,50,4
N07685646,4,98,91.0,45,65.0,50,85.0,53,62.0,57,73.0,50,5
N07685646,4,101,91.0,45,65.0,50,85.0,53,62.0,57,73.0,50,5
N07685646,4,133,92.0,45,75.0,50,88.0,53,59.0,57,68.0,50,5
N07685647,5,0,61.0,45,56.0,50,62.0,53,69.0,57,49.0,50,3
N07685647,6,16,68.0,45,59.0,50,71.0,53,61.0,57,61.0,50,4
N07685647,6,58,74.0,45,73.0,50,79.0,53,59.0,57,60.0,50,4
N07685653,5,331,25.0,45,45.0,50,52.0,53,66.0,57,26.0,50,3
N07685653,6,26,71.0,45,64.0,50,74.0,53,57.0,57,65.0,50,4
N07685653,7,64,78.0,45,64.0,50,77.0,53,49.0,57,57.0,50,4
N07685654,3,171,57.0,45,49.0,50,44.0,53,46.0,57,47.0,50,3
N07689864,6,2,81.0,45,71.0,50,82.0,53,55.0,57,52.0,50,4
N07689864,6,97,89.0,45,78.0,50,87.0,53,75.0,57,66.0,50,4
N07689864,6,105,89.0,45,76.0,50,87.0,53,69.0,57,68.0,50,4
N07689865,6,1,71.0,45,69.0,50,80.0,53,63.0,57,53.0,50,4
N07689865,6,152,27.0,45,60.0,50,62.0,53,41.0,57,45.0,50,3
N07689865,6,183,28.0,45,54.0,50,66.0,53,44.0,57,49.0,50,3
N07689865,7,2,83.0,45,79.0,50,88.0,53,70.0,57,65.0,50,4
N07689870,4,25,54.0,45,50.0,50,55.0,53,59.0,57,66.0,50,3
N07689870,4,191,24.0,45,48.0,50,53.0,53,69.0,57,44.0,50,3
N07689870,5,2,80.0,45,70.0,50,85.0,53,63.0,57,69.0,50,4
N07689871,6,224,76.0,45,62.0,50,76.0,53,57.0,57,49.0,50,4
N07689876,3,4,54.0,45,60.0,50,64.0,53,67.0,57,57.0,50,3
N07689876,3,71,62.0,45,61.0,50,75.0,53,59.0,57,64.0,50,4
N07689876,3,76,63.0,45,67.0,50,76.0,53,67.0,57,71.0,50,4
N07689876,3,103,77.0,45,79.0,50,81.0,53,60.0,57,71.0,50,4
N07689876,3,106,77.0,45,79.0,50,81.0,53,60.0,57,73.0,50,4
N07689876,3,165,77.0,45,78.0,50,82.0,53,52.0,57,58.0,50,4
N07689876,4,4,88.0,45,82.0,50,92.0,53,50.0,57,69.0,50,5
N07689876,4,113,93.0,45,83.0,50,94.0,53,62.0,57,66.0,50,5
N07689876,4,116,93.0,45,83.0,50,94.0,53,62.0,57,66.0,50,5
N07689877,3,6,38.0,45,40.0,50,38.0,53,65.0,57,49.0,50,2
N07689877,4,80,65.0,45,60.0,50,57.0,53,70.0,57,69.0,50,3
N07689879,4,55,55.0,45,53.0,50,42.0,53,68.0,57,60.0,50,3
N07689879,4,80,26.0,45,42.0,50,29.0,53,48.0,57,64.0,50,3
N07689879,4,110,26.0,45,59.0,50,39.0,53,61.0,57,69.0,50,3
N07689879,5,4,74.0,45,69.0,50,76.0,53,66.0,57,68.0,50,4
N07689879,8,105,44.0,45,66.0,50,79.0,53,64.0,57,56.0,50,4
N07689879,9,138,51.0,45,66.0,50,80.0,53,52.0,57,52.0,50,4
N07689882,4,7,54.0,45,55.0,50,58.0,53,64.0,57,63.0,50,3
N07689883,3,5,46.0,45,52.0,50,62.0,53,58.0,57,56.0,50,3
N07689883,4,1,51.0,45,55.0,50,63.0,53,60.0,57,56.0,50,3
N07689883,4,11,53.0,45,57.0,50,64.0,53,67.0,57,69.0,50,3
N07689886,3,380,11.0,45,21.0,50,34.0,53,41.0,57,10.0,50,2
N07689886,4,0,57.0,45,57.0,50,54.0,53,67.0,57,59.0,50,3
N07689887,4,9,51.0,45,51.0,50,58.0,53,60.0,57,64.0,50,3
N07689887,5,349,20.0,45,37.0,50,47.0,53,60.0,57,22.0,50,2
N07689888,3,19,40.0,45,42.0,50,36.0,53,53.0,57,54.0,50,3
N07689888,4,153,32.0,45,53.0,50,56.0,53,69.0,57,50.0,50,3
N07689891,6,85,66.0,45,56.0,50,68.0,53,65.0,57,59.0,50,3
N07689891,6,310,21.0,45,31.0,50,50.0,53,47.0,57,36.0,50,3
N07689891,7,50,75.0,45,67.0,50,66.0,53,63.0,57,68.0,50,4
N07689891,7,201,30.0,45,53.0,50,49.0,53,37.0,57,45.0,50,3
N07689893,2,256,10.0,45,25.0,50,39.0,53,63.0,57,23.0,50,2
N07689893,4,2,58.0,45,59.0,50,57.0,53,65.0,57,61.0,50,3
N07689894,4,111,56.0,45,54.0,50,75.0,53,64.0,57,53.0,50,4
N07689894,4,116,56.0,45,54.0,50,75.0,53,66.0,57,58.0,50,4
N07689895,4,137,51.0,45,42.0,50,38.0,53,59.0,57,56.0,50,3
N07689895,5,48,61.0,45,53.0,50,51.0,53,64.0,57,59.0,50,3
N07689896,3,65,62.0,45,63.0,50,70.0,53,50.0,57,51.0,50,3
N07689896,4,3,46.0,45,55.0,50,51.0,53,64.0,57,66.0,50,3
N07689896,6,61,75.0,45,65.0,50,74.0,53,62.0,57,69.0,50,4
N07689896,6,75,78.0,45,70.0,50,70.0,53,49.0,57,67.0,50,4
N07689896,7,22,85.0,45,69.0,50,89.0,53,64.0,57,62.0,50,4
N07689896,7,43,87.0,45,74.0,50,91.0,53,52.0,57,61.0,50,5
N07689898,3,4,41.0,45,52.0,50,60.0,53,49.0,57,62.0,50,3
N07689898,4,30,60.0,45,63.0,50,73.0,53,64.0,57,70.0,50,4
N07689898,4,200,20.0,45,58.0,50,67.0,53,62.0,57,54.0,50,3
N07689899,7,141,70.0,45,57.0,50,64.0,53,65.0,57,50.0,50,3
N07689902,6,7,62.0,45,52.0,50,59.0,53,57.0,57,54.0,50,3
N07689902,6,235,32.0,45,66.0,50,59.0,53,58.0,57,47.0,50,3
N07689903,4,263,14.0,45,26.0,50,25.0,53,58.0,57,25.0,50,1
N07689903,4,302,17.0,45,27.0,50,33.0,53,56.0,57,12.0,50,2
N07689903,5,93,22.0,45,51.0,50,45.0,53,61.0,57,55.0,50,3
N07689903,5,103,22.0,45,57.0,50,50.0,53,59.0,57,61.0,50,3
N07693805,5,22,61.0,45,53.0,50,55.0,53,62.0,57,64.0,50,3
N07693805,5,69,71.0,45,64.0,50,68.0,53,53.0,57,67.0,50,4
N07693807,3,4,39.0,45,51.0,50,48.0,53,55.0,57,58.0,50,3
N07693809,4,51,47.0,45,47.0,50,46.0,53,69.0,57,61.0,50,3
N07693813,3,97,58.0,45,53.0,50,61.0,53,58.0,57,52.0,50,3
N07693813,3,97,58.0,45,53.0,50,61.0,53,58.0,57,52.0,50,3
N07693813,3,116,66.0,45,65.0,50,73.0,53,64.0,57,57.0,50,4
N07693817,2,176,22.0,45,43.0,50,45.0,53,58.0,57,55.0,50,3
N07693817,2,193,22.0,45,44.0,50,46.0,53,58.0,57,57.0,50,3
N07693817,2,203,23.0,45,54.0,50,50.0,53,51.0,57,54.0,50,3
N07693817,2,261,18.0,45,45.0,50,58.0,53,56.0,57,33.0,50,3
N07693817,2,262,18.0,45,52.0,50,58.0,53,61.0,57,34.0,50,3
N07697067,4,219,63.0,45,51.0,50,54.0,53,54.0,57,57.0,50,3
N07697067,4,220,63.0,45,51.0,50,54.0,53,54.0,57,57.0,50,3
N07697067,4,233,72.0,45,67.0,50,70.0,53,44.0,57,57.0,50,4
N07697067,4,262,78.0,45,75.0,50,77.0,53,50.0,57,57.0,50,4
N07697067,4,271,79.0,45,76.0,50,77.0,53,45.0,57,52.0,50,4
N07697068,2,63,54.0,45,70.0,50,65.0,53,63.0,57,73.0,50,4
N07697068,3,44,67.0,45,71.0,50,75.0,53,59.0,57,75.0,50,4
N07697068,3,66,69.0,45,79.0,50,82.0,53,58.0,57,74.0,50,4
N07697069,4,159,65.0,45,59.0,50,54.0,53,69.0,57,58.0,50,3
N07697069,4,167,65.0,45,59.0,50,54.0,53,68.0,57,59.0,50,3
N07697070,4,8,45.0,45,52.0,50,46.0,53,62.0,57,61.0,50,3
N07697071,4,279,13.0,45,29.0,50,43.0,53,64.0,57,8.0,50,2
N07697072,3,100,48.0,45,33.0,50,32.0,53,69.0,57,56.0,50,3
N07697076,3,38,60.0,45,58.0,50,60.0,53,66.0,57,54.0,50,3
N07697080,3,290,11.0,45,32.0,50,41.0,53,58.0,57,8.0,50,2
N07697080,3,293,11.0,45,32.0,50,41.0,53,58.0,57,8.0,50,2
N07697080,4,6,71.0,45,69.0,50,75.0,53,71.0,57,69.0,50,4
N07697081,4,112,63.0,45,53.0,50,49.0,53,58.0,57,47.0,50,3
N07697081,4,161,72.0,45,69.0,50,68.0,53,68.0,57,59.0,50,4
N07697083,2,237,42.0,45,26.0,50,26.0,53,47.0,57,37.0,50,2
N07697083,3,113,24.0,45,36.0,50,35.0,53,63.0,57,60.0,50,3
N07697083,4,4,59.0,45,59.0,50,61.0,53,53.0,57,73.0,50,4
N07697083,6,275,18.0,45,33.0,50,61.0,53,62.0,57,7.0,50,3
N07697083,7,113,43.0,45,64.0,50,63.0,53,64.0,57,58.0,50,3
N07697084,5,109,23.0,45,40.0,50,49.0,53,42.0,57,45.0,50,2
N07697088,4,256,20.0,45,45.0,50,45.0,53,61.0,57,45.0,50,2
N07697088,5,183,34.0,45,53.0,50,56.0,53,64.0,57,48.0,50,3
N07697088,5,210,33.0,45,58.0,50,60.0,53,55.0,57,44.0,50,3
N07700243,5,9,61.0,45,55.0,50,62.0,53,50.0,57,52.0,50,3
N07700246,6,86,75.0,45,67.0,50,80.0,53,68.0,57,61.0,50,4
N07700258,3,151,70.0,45,67.0,50,73.0,53,67.0,57,59.0,50,4
N07700259,3,63,46.0,45,45.0,50,44.0,53,56.0,57,54.0,50,3
N07700260,3,466,14.0,45,39.0,50,55.0,53,56.0,57,15.0,50,3
N07700260,4,6,67.0,45,66.0,50,74.0,53,63.0,57,58.0,50,4
N07700260,4,19,75.0,45,73.0,50,76.0,53,59.0,57,69.0,50,4
N07700265,6,3,68.0,45,58.0,50,69.0,53,63.0,57,51.0,50,3
N07700272,4,2,50.0,45,55.0,50,48.0,53,64.0,57,52.0,50,3
N07703474,3,43,41.0,45,35.0,50,36.0,53,53.0,57,48.0,50,2
N07703474,3,45,41.0,45,35.0,50,36.0,53,53.0,57,48.0,50,2
N07703474,3,53,47.0,45,54.0,50,58.0,53,53.0,57,56.0,50,3
N07703474,3,118,25.0,45,41.0,50,34.0,53,55.0,57,66.0,50,3
N07703479,4,5,53.0,45,51.0,50,60.0,53,63.0,57,59.0,50,3
N07703479,4,15,61.0,45,67.0,50,70.0,53,60.0,57,66.0,50,3
N07703479,4,89,25.0,45,60.0,50,57.0,53,53.0,57,62.0,50,3
N07703479,4,124,25.0,45,60.0,50,63.0,53,41.0,57,62.0,50,3
N07703479,4,132,23.0,45,63.0,50,66.0,53,58.0,57,63.0,50,3
N07703480,3,169,20.0,45,42.0,50,36.0,53,72.0,57,60.0,50,3
N07703480,4,6,68.0,45,63.0,50,77.0,53,60.0,57,55.0,50,4
N07703485,2,225,50.0,45,52.0,50,48.0,53,69.0,57,54.0,50,3
N07703485,2,237,50.0,45,38.0,50,42.0,53,62.0,57,39.0,50,3
N07703485,2,249,60.0,45,51.0,50,58.0,53,38.0,57,40.0,50,3
N07703486,2,125,16.0,45,26.0,50,26.0,53,57.0,57,48.0,50,2
N07703486,3,3,63.0,45,65.0,50,73.0,53,47.0,57,48.0,50,4
N07703490,3,6,58.0,45,54.0,50,60.0,53,47.0,57,50.0,50,3
N07707119,4,83,57.0,45,52.0,50,51.0,53,64.0,57,61.0,50,3
N07707119,4,114,70.0,45,63.0,50,63.0,53,69.0,57,64.0,50,3
N07707120,5,65,73.0,45,63.0,50,75.0,53,65.0,57,60.0,50,4
N07707120,5,130,40.0,45,56.0,50,65.0,53,61.0,57,59.0,50,3
N07707121,3,1,50.0,45,51.0,50,56.0,53,43.0,57,48.0,50,3
N07707121,3,150,69.0,45,67.0,50,70.0,53,62.0,57,53.0,50,3
N07707123,2,350,47.0,45,16.0,50,20.0,53,52.0,57,21.0,50,2
N07707123,6,59,68.0,45,60.0,50,71.0,53,67.0,57,66.0,50,4
N07707123,6,139,79.0,45,73.0,50,75.0,53,61.0,57,61.0,50,4
N07707123,7,77,81.0,45,72.0,50,86.0,53,45.0,57,63.0,50,4
N07707129,2,3,43.0,45,50.0,50,39.0,53,62.0,57,59.0,50,3
N07707129,2,10,43.0,45,52.0,50,40.0,53,63.0,57,60.0,50,3
N07707130,3,9,34.0,45,43.0,50,39.0,53,68.0,57,53.0,50,3
N07707130,5,166,74.0,45,69.0,50,68.0,53,64.0,57,56.0,50,4
N07707130,5,285,81.0,45,74.0,50,72.0,53,53.0,57,45.0,50,4
N07707130,5,316,83.0,45,75.0,50,78.0,53,46.0,57,43.0,50,4
N07710705,3,87,52.0,45,54.0,50,51.0,53,45.0,57,55.0,50,3
N07710705,6,195,82.0,45,72.0,50,72.0,53,70.0,57,55.0,50,4
N07710706,3,2,62.0,45,69.0,50,69.0,53,56.0,57,55.0,50,3
N07710706,3,3,62.0,45,69.0,50,69.0,53,56.0,57,55.0,50,3
N07710708,3,167,56.0,45,50.0,50,48.0,53,61.0,57,57.0,50,3
N07710708,3,225,64.0,45,69.0,50,69.0,53,56.0,57,45.0,50,3
N07710708,3,238,64.0,45,69.0,50,69.0,53,62.0,57,44.0,50,3
N08714592,3,18,52.0,45,57.0,50,59.0,53,44.0,57,49.0,50,3
N08714593,2,210,17.0,45,25.0,50,24.0,53,42.0,57,37.0,50,2
N08714593,2,213,17.0,45,27.0,50,24.0,53,42.0,57,37.0,50,2
N08714593,3,0,42.0,45,44.0,50,44.0,53,53.0,57,62.0,50,3
N08714593,3,9,40.0,45,44.0,50,44.0,53,54.0,57,65.0,50,3
N08714593,3,13,44.0,45,53.0,50,44.0,53,67.0,57,69.0,50,3
N08714593,3,31,51.0,45,68.0,50,61.0,53,57.0,57,72.0,50,4
N08714593,3,51,54.0,45,76.0,50,71.0,53,59.0,57,72.0,50,4
N08714593,3,130,21.0,45,62.0,50,50.0,53,62.0,57,73.0,50,4
N08714593,4,101,76.0,45,70.0,50,74.0,53,71.0,57,68.0,50,4
N08714594,2,55,52.0,45,52.0,50,52.0,53,52.0,57,57.0,50,3
N08714595,4,0,67.0,45,68.0,50,70.0,53,52.0,57,46.0,50,3
N08714603,4,23,53.0,45,51.0,50,57.0,53,55.0,57,65.0,50,3
N08714603,4,259,74.0,45,66.0,50,74.0,53,62.0,57,51.0,50,4
N08714609,6,89,29.0,45,46.0,50,63.0,53,64.0,57,56.0,50,3
