CowID,Lact,DIM,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N12892500,3,116,64.0,45,50.0,50,46.0,53,62.0,57,46.0,50,3
N12892501,6,172,70.0,45,62.0,50,46.0,53,54.0,57,48.0,50,3
N12892501,6,180,70.0,45,59.0,50,46.0,53,43.0,57,47.0,50,3
N12892501,6,235,31.0,45,66.0,50,45.0,53,67.0,57,52.0,50,3
N12892501,6,266,31.0,45,65.0,50,43.0,53,60.0,57,55.0,50,3
N12892501,6,286,32.0,45,66.0,50,47.0,53,54.0,57,61.0,50,3
N12892501,6,299,32.0,45,70.0,50,51.0,53,57.0,57,61.0,50,3
N12892501,7,54,80.0,45,75.0,50,74.0,53,70.0,57,68.0,50,4
N12892501,7,77,40.0,45,67.0,50,57.0,53,68.0,57,68.0,50,3
N12892503,4,109,29.0,45,31.0,50,30.0,53,57.0,57,54.0,50,3
N12892503,4,144,32.0,45,47.0,50,37.0,53,65.0,57,53.0,50,3
N12892504,1,16,31.0,45,36.0,50,23.0,53,43.0,57,32.0,50,2
N12896459,7,265,32.0,45,43.0,50,45.0,53,66.0,57,25.0,50,2
N12896462,1,149,25.0,45,31.0,50,32.0,53,61.0,57,39.0,50,2
N12896463,4,199,57.0,45,48.0,50,45.0,53,63.0,57,51.0,50,3
N12896464,5,11,66.0,45,54.0,50,72.0,53,40.0,57,52.0,50,4
N12896465,5,86,58.0,45,45.0,50,43.0,53,64.0,57,50.0,50,3
N12896465,5,89,58.0,45,45.0,50,43.0,53,64.0,57,53.0,50,3
N12896465,6,291,79.0,45,62.0,50,67.0,53,69.0,57,49.0,50,4
N12896465,6,304,83.0,45,75.0,50,74.0,53,57.0,57,56.0,50,4
N12896468,2,2,31.0,45,26.0,50,18.0,53,51.0,57,39.0,50,2
N12896474,3,10,64.0,45,66.0,50,70.0,53,59.0,57,60.0,50,3
N12896476,1,266,9.0,45,18.0,50,14.0,53,46.0,57,17.0,50,1
N12896476,6,367,17.0,45,41.0,50,60.0,53,61.0,57,17.0,50,3
N12896476,7,22,80.0,45,70.0,50,76.0,53,43.0,57,60.0,50,4
N12896476,7,97,86.0,45,80.0,50,85.0,53,68.0,57,58.0,50,4
N12896476,7,124,42.0,45,73.0,50,74.0,53,70.0,57,67.0,50,4
N12896476,7,131,42.0,45,73.0,50,76.0,53,68.0,57,67.0,50,4
N12896476,7,170,41.0,45,68.0,50,73.0,53,64.0,57,58.0,50,4
N12896479,1,166,42.0,45,29.0,50,22.0,53,46.0,57,36.0,50,2
N12896479,2,61,56.0,45,58.0,50,50.0,53,64.0,57,56.0,50,3
N12896479,2,69,56.0,45,54.0,50,48.0,53,60.0,57,55.0,50,3
N12896479,2,89,65.0,45,67.0,50,65.0,53,64.0,57,69.0,50,3
N12896484,3,119,52.0,45,45.0,50,44.0,53,51.0,57,62.0,50,3
N12896484,3,135,60.0,45,64.0,50,61.0,53,55.0,57,57.0,50,3
N12896489,5,164,23.0,45,37.0,50,48.0,53,49.0,57,44.0,50,2
N12896494,1,413,9.0,45,21.0,50,21.0,53,42.0,57,18.0,50,1
N12900579,5,202,25.0,45,35.0,50,53.0,53,55.0,57,34.0,50,3
N12900579,6,192,73.0,45,61.0,50,79.0,53,53.0,57,48.0,50,4
N12900580,1,104,61.0,45,52.0,50,60.0,53,49.0,57,29.0,50,3
N12900581,6,72,62.0,45,58.0,50,80.0,53,60.0,57,64.0,50,4
N12900581,7,5,76.0,45,68.0,50,82.0,53,69.0,57,61.0,50,4
N12900581,7,9,76.0,45,68.0,50,82.0,53,69.0,57,63.0,50,4
N12900582,4,164,56.0,45,41.0,50,37.0,53,63.0,57,49.0,50,3
N12900585,2,24,29.0,45,30.0,50,28.0,53,60.0,57,48.0,50,2
N12900585,3,11,47.0,45,62.0,50,65.0,53,52.0,57,70.0,50,3
N12900585,3,287,13.0,45,23.0,50,47.0,53,44.0,57,7.0,50,2
N12900585,4,14,67.0,45,63.0,50,80.0,53,55.0,57,65.0,50,4
N12900585,4,36,72.0,45,76.0,50,85.0,53,61.0,57,68.0,50,4
N12900586,4,32,55.0,45,60.0,50,53.0,53,64.0,57,57.0,50,3
N12900587,3,110,17.0,45,29.0,50,28.0,53,65.0,57,51.0,50,3
N12900589,2,20,36.0,45,31.0,50,28.0,53,55.0,57,45.0,50,2
N12900594,1,115,25.0,45,32.0,50,39.0,53,57.0,57,34.0,50,2
N12900594,1,161,27.0,45,35.0,50,44.0,53,47.0,57,37.0,50,2
N12900594,1,170,24.0,45,37.0,50,49.0,53,60.0,57,40.0,50,2
N12900596,4,83,59.0,45,57.0,50,59.0,53,63.0,57,62.0,50,3
N12900603,1,277,10.0,45,24.0,50,17.0,53,54.0,57,20.0,50,1
N12900604,2,96,57.0,45,50.0,50,47.0,53,49.0,57,54.0,50,3
N12900604,2,306,19.0,45,35.0,50,38.0,53,35.0,57,33.0,50,2
N12900604,4,46,66.0,45,68.0,50,81.0,53,52.0,57,66.0,50,4
N12900604,4,69,69.0,45,75.0,50,84.0,53,51.0,57,72.0,50,4
N12900605,1,1,22.0,45,17.0,50,11.0,53,29.0,57,25.0,50,1
N12900605,1,502,57.0,45,42.0,50,67.0,53,36.0,57,25.0,50,3
N12900606,6,268,26.0,45,31.0,50,37.0,53,67.0,57,31.0,50,2
N12900606,6,279,30.0,45,40.0,50,40.0,53,57.0,57,39.0,50,2
N12900607,2,67,48.0,45,48.0,50,35.0,53,53.0,57,55.0,50,3
N12900607,2,90,61.0,45,60.0,50,53.0,53,57.0,57,58.0,50,3
N12900609,5,140,25.0,45,34.0,50,46.0,53,64.0,57,46.0,50,2
N12900609,7,258,11.0,45,37.0,50,52.0,53,70.0,57,13.0,50,3
N12900609,8,22,73.0,45,53.0,50,70.0,53,68.0,57,66.0,50,4
N12900609,8,37,76.0,45,66.0,50,76.0,53,62.0,57,67.0,50,4
N12900615,7,155,23.0,45,32.0,50,32.0,53,65.0,57,35.0,50,2
N12905336,4,256,14.0,45,23.0,50,44.0,53,50.0,57,27.0,50,2
N12905336,4,295,15.0,45,29.0,50,60.0,53,48.0,57,10.0,50,3
N12905336,5,11,71.0,45,64.0,50,71.0,53,37.0,57,69.0,50,4
N12905338,3,204,19.0,45,30.0,50,25.0,53,55.0,57,50.0,50,3
N12905339,5,7,54.0,45,51.0,50,57.0,53,66.0,57,51.0,50,3
N12905340,8,3,62.0,45,51.0,50,63.0,53,66.0,57,62.0,50,3
N12905341,2,338,18.0,45,24.0,50,26.0,53,51.0,57,4.0,50,1
N12905342,3,70,53.0,45,53.0,50,44.0,53,67.0,57,60.0,50,3
N12905343,2,62,33.0,45,46.0,50,44.0,53,55.0,57,54.0,50,3
N12905346,2,193,15.0,45,39.0,50,37.0,53,59.0,57,32.0,50,2
N12905346,2,204,14.0,45,40.0,50,37.0,53,59.0,57,30.0,50,2
N12905352,4,28,54.0,45,46.0,50,61.0,53,33.0,57,48.0,50,3
N12905352,5,140,78.0,45,67.0,50,78.0,53,63.0,57,53.0,50,4
N12905353,5,34,56.0,45,59.0,50,60.0,53,57.0,57,55.0,50,3
N12905353,6,453,20.0,45,36.0,50,66.0,53,66.0,57,5.0,50,3
N12905353,7,299,26.0,45,47.0,50,68.0,53,63.0,57,22.0,50,3
N12905353,8,116,40.0,45,56.0,50,73.0,53,44.0,57,51.0,50,4
N12905355,2,36,44.0,45,49.0,50,41.0,53,56.0,57,55.0,50,3
N12905359,2,204,20.0,45,36.0,50,33.0,53,58.0,57,38.0,50,2
N12905359,2,224,24.0,45,39.0,50,38.0,53,58.0,57,46.0,50,2
N12905359,4,314,16.0,45,30.0,50,55.0,53,64.0,57,5.0,50,3
N12905359,4,320,16.0,45,30.0,50,55.0,53,66.0,57,4.0,50,3
N12905360,1,1,18.0,45,16.0,50,11.0,53,26.0,57,24.0,50,1
N12905360,1,2,18.0,45,17.0,50,11.0,53,29.0,57,25.0,50,1
N12905360,4,87,34.0,45,50.0,50,58.0,53,62.0,57,56.0,50,3
N12905360,4,96,36.0,45,54.0,50,55.0,53,65.0,57,55.0,50,3
N12905361,4,132,22.0,45,29.0,50,29.0,53,63.0,57,46.0,50,2
N12905362,1,202,44.0,45,35.0,50,22.0,53,54.0,57,39.0,50,2
N12905362,1,204,44.0,45,33.0,50,22.0,53,54.0,57,37.0,50,2
N12905365,1,240,10.0,45,25.0,50,26.0,53,46.0,57,24.0,50,1
N12905366,2,19,65.0,45,51.0,50,58.0,53,52.0,57,50.0,50,3
N12905368,1,120,16.0,45,26.0,50,19.0,53,57.0,57,33.0,50,2
N12905368,2,310,18.0,45,42.0,50,38.0,53,44.0,57,35.0,50,2
N12905368,3,86,60.0,45,63.0,50,72.0,53,58.0,57,69.0,50,4
N12905368,3,110,73.0,45,73.0,50,74.0,53,51.0,57,63.0,50,4
N12905370,2,114,44.0,45,40.0,50,28.0,53,57.0,57,44.0,50,2
N12905370,4,50,63.0,45,57.0,50,77.0,53,56.0,57,60.0,50,4
N12905370,4,151,28.0,45,53.0,50,71.0,53,53.0,57,48.0,50,4
N12905370,5,53,80.0,45,69.0,50,83.0,53,40.0,57,67.0,50,4
N12905372,1,4,28.0,45,32.0,50,19.0,53,55.0,57,29.0,50,2
N12905372,1,210,60.0,45,61.0,50,49.0,53,51.0,57,48.0,50,3
N12905379,5,140,24.0,45,38.0,50,38.0,53,63.0,57,39.0,50,2
N12905379,5,216,20.0,45,31.0,50,37.0,53,47.0,57,29.0,50,2
N12905379,5,246,24.0,45,40.0,50,46.0,53,49.0,57,25.0,50,2
N12905384,2,85,53.0,45,45.0,50,36.0,53,56.0,57,51.0,50,3
N12905384,2,131,68.0,45,57.0,50,51.0,53,49.0,57,46.0,50,3
N12905386,1,165,11.0,45,19.0,50,16.0,53,52.0,57,30.0,50,2
N12905389,3,58,47.0,45,51.0,50,55.0,53,54.0,57,58.0,50,3
N12905389,3,81,55.0,45,67.0,50,72.0,53,59.0,57,63.0,50,4
N12905389,3,129,20.0,45,61.0,50,59.0,53,55.0,57,64.0,50,3
N12905389,3,192,19.0,45,49.0,50,55.0,53,39.0,57,51.0,50,3
N12905392,2,3,33.0,45,36.0,50,28.0,53,59.0,57,42.0,50,2
N12905393,3,196,15.0,45,28.0,50,37.0,53,46.0,57,29.0,50,2
N12905394,3,93,55.0,45,45.0,50,39.0,53,67.0,57,55.0,50,3
N12905394,3,157,67.0,45,63.0,50,61.0,53,67.0,57,51.0,50,3
N12905651,2,2,29.0,45,30.0,50,29.0,53,65.0,57,46.0,50,2
N12908259,4,161,23.0,45,44.0,50,47.0,53,63.0,57,48.0,50,2
N12908263,1,114,36.0,45,36.0,50,23.0,53,52.0,57,44.0,50,2
N12908264,4,9,54.0,45,52.0,50,57.0,53,57.0,57,54.0,50,3
N12908264,5,13,64.0,45,50.0,50,65.0,53,59.0,57,57.0,50,3
N12908264,5,233,21.0,45,49.0,50,56.0,53,67.0,57,38.0,50,3
N12908264,5,344,15.0,45,29.0,50,50.0,53,47.0,57,7.0,50,3
N12908264,6,190,39.0,45,62.0,50,77.0,53,70.0,57,59.0,50,4
N12908264,6,197,38.0,45,61.0,50,77.0,53,67.0,57,60.0,50,4
N12908264,6,262,30.0,45,54.0,50,76.0,53,61.0,57,40.0,50,4
N12908266,1,215,34.0,45,30.0,50,17.0,53,44.0,57,39.0,50,2
N12908266,5,263,15.0,45,45.0,50,54.0,53,65.0,57,21.0,50,3
N12908270,1,18,45.0,45,31.0,50,25.0,53,34.0,57,30.0,50,2
N12911790,1,351,12.0,45,26.0,50,16.0,53,34.0,57,17.0,50,1
N12911790,4,115,26.0,45,49.0,50,53.0,53,58.0,57,53.0,50,3
N12911790,4,125,25.0,45,55.0,50,57.0,53,50.0,57,58.0,50,3
N12911790,6,13,83.0,45,78.0,50,83.0,53,64.0,57,75.0,50,4
N12911790,6,285,30.0,45,57.0,50,75.0,53,68.0,57,43.0,50,4
N12911790,7,113,88.0,45,73.0,50,87.0,53,62.0,57,55.0,50,4
N12911790,7,155,46.0,45,69.0,50,80.0,53,69.0,57,51.0,50,4
N12911790,8,9,87.0,45,80.0,50,89.0,53,64.0,57,65.0,50,4
N12911790,8,22,91.0,45,79.0,50,92.0,53,59.0,57,60.0,50,5
N12911794,2,6,33.0,45,34.0,50,26.0,53,56.0,57,41.0,50,2
N12911794,4,105,65.0,45,55.0,50,51.0,53,64.0,57,55.0,50,3
N12911795,2,175,18.0,45,25.0,50,24.0,53,60.0,57,31.0,50,2
N12911795,6,259,28.0,45,40.0,50,39.0,53,49.0,57,34.0,50,2
N12911795,6,375,19.0,45,42.0,50,43.0,53,55.0,57,17.0,50,2
N12911799,3,159,55.0,45,51.0,50,47.0,53,61.0,57,48.0,50,3
N12911802,1,174,16.0,45,40.0,50,26.0,53,56.0,57,50.0,50,3
N12911802,1,263,12.0,45,32.0,50,36.0,53,43.0,57,27.0,50,2
N12911809,1,3,41.0,45,38.0,50,28.0,53,57.0,57,29.0,50,2
N12911809,2,3,38.0,45,42.0,50,35.0,53,52.0,57,44.0,50,2
N12911809,8,8,59.0,45,41.0,50,41.0,53,71.0,57,53.0,50,3
N12911810,3,307,13.0,45,34.0,50,41.0,53,56.0,57,21.0,50,2
N12911811,2,10,34.0,45,33.0,50,26.0,53,42.0,57,41.0,50,2
N12911811,2,329,13.0,45,23.0,50,39.0,53,52.0,57,7.0,50,2
N12915151,2,87,34.0,45,26.0,50,29.0,53,56.0,57,45.0,50,2
N12915152,5,4,61.0,45,61.0,50,68.0,53,56.0,57,55.0,50,3
N12915153,1,250,10.0,45,16.0,50,22.0,53,35.0,57,21.0,50,1
N12915153,2,173,65.0,45,61.0,50,61.0,53,49.0,57,40.0,50,3
N12915154,2,96,50.0,45,38.0,50,32.0,53,65.0,57,42.0,50,3
N12915154,2,202,65.0,45,64.0,50,56.0,53,59.0,57,51.0,50,3
N12915158,3,9,32.0,45,40.0,50,33.0,53,61.0,57,53.0,50,3
N12915159,3,87,53.0,45,51.0,50,42.0,53,57.0,57,51.0,50,3
N12915159,3,108,67.0,45,64.0,50,61.0,53,58.0,57,60.0,50,3
N12915161,1,23,46.0,45,36.0,50,35.0,53,52.0,57,31.0,50,2
N12915162,1,12,33.0,45,39.0,50,22.0,53,58.0,57,42.0,50,2
N12915162,2,103,64.0,45,54.0,50,49.0,53,60.0,57,54.0,50,3
N12915163,4,38,44.0,45,42.0,50,39.0,53,64.0,57,54.0,50,3
N12915163,5,8,57.0,45,55.0,50,52.0,53,66.0,57,55.0,50,3
N12915163,5,12,61.0,45,55.0,50,52.0,53,69.0,57,59.0,50,3
N12915163,5,16,61.0,45,55.0,50,52.0,53,65.0,57,63.0,50,3
N12915163,5,290,20.0,45,40.0,50,42.0,53,65.0,57,33.0,50,2
N12915163,5,366,18.0,45,31.0,50,50.0,53,57.0,57,10.0,50,3
N12915163,5,373,18.0,45,31.0,50,50.0,53,62.0,57,7.0,50,3
N12915163,6,11,71.0,45,64.0,50,71.0,53,64.0,57,74.0,50,4
N12915163,7,4,76.0,45,72.0,50,77.0,53,69.0,57,71.0,50,4
N12915167,3,8,36.0,45,40.0,50,34.0,53,59.0,57,47.0,50,2
N12915171,2,50,40.0,45,46.0,50,37.0,53,55.0,57,53.0,50,3
N12915171,2,75,52.0,45,61.0,50,60.0,53,56.0,57,60.0,50,3
N12915173,2,154,17.0,45,27.0,50,26.0,53,63.0,57,31.0,50,2
N12915173,2,161,17.0,45,24.0,50,25.0,53,59.0,57,32.0,50,2
N12915173,2,242,16.0,45,32.0,50,39.0,53,61.0,57,21.0,50,2
N12915176,1,3,22.0,45,25.0,50,16.0,53,51.0,57,27.0,50,1
N12915176,2,89,19.0,45,31.0,50,25.0,53,58.0,57,46.0,50,2
N12915176,2,100,22.0,45,36.0,50,36.0,53,53.0,57,52.0,50,3
N12915176,2,110,20.0,45,41.0,50,46.0,53,57.0,57,58.0,50,3
N12915176,3,164,24.0,45,35.0,50,38.0,53,59.0,57,50.0,50,3
N12915179,1,59,25.0,45,29.0,50,16.0,53,55.0,57,43.0,50,2
N12915179,1,75,32.0,45,43.0,50,31.0,53,47.0,57,49.0,50,2
N12915180,1,1,29.0,45,22.0,50,15.0,53,26.0,57,24.0,50,1
N12915180,1,2,28.0,45,23.0,50,15.0,53,29.0,57,25.0,50,1
N12915180,1,120,57.0,45,56.0,50,56.0,53,53.0,57,55.0,50,3
N12915185,3,149,20.0,45,47.0,50,51.0,53,64.0,57,39.0,50,3
N12915190,4,167,61.0,45,53.0,50,51.0,53,65.0,57,49.0,50,3
N12915191,3,4,39.0,45,51.0,50,43.0,53,46.0,57,47.0,50,3
N12915191,3,139,61.0,45,64.0,50,61.0,53,63.0,57,59.0,50,3
N12915192,2,225,23.0,45,30.0,50,36.0,53,46.0,57,34.0,50,2
N12915192,6,82,75.0,45,71.0,50,85.0,53,64.0,57,72.0,50,4
N12915194,3,279,61.0,45,54.0,50,60.0,53,55.0,57,34.0,50,3
N12915196,1,5,24.0,45,32.0,50,20.0,53,59.0,57,32.0,50,2
N12915204,2,19,36.0,45,30.0,50,22.0,53,42.0,57,43.0,50,2
N12915206,1,10,29.0,45,36.0,50,21.0,53,44.0,57,43.0,50,2
N12915206,2,287,63.0,45,51.0,50,49.0,53,46.0,57,38.0,50,3
N12915206,3,120,27.0,45,40.0,50,44.0,53,35.0,57,53.0,50,3
N12915208,1,2,23.0,45,22.0,50,14.0,53,29.0,57,25.0,50,1
N12915209,2,3,35.0,45,30.0,50,27.0,53,40.0,57,39.0,50,2
N12915209,2,12,49.0,45,49.0,50,43.0,53,49.0,57,54.0,50,3
N12915209,2,104,66.0,45,70.0,50,64.0,53,58.0,57,59.0,50,3
N12915209,2,115,70.0,45,72.0,50,68.0,53,54.0,57,60.0,50,4
N12915209,2,135,73.0,45,73.0,50,72.0,53,64.0,57,66.0,50,4
N12915213,6,189,24.0,45,40.0,50,49.0,53,69.0,57,41.0,50,2
N12915215,3,32,58.0,45,53.0,50,46.0,53,48.0,57,48.0,50,3
N12915215,3,64,59.0,45,69.0,50,72.0,53,57.0,57,57.0,50,4
N12915215,3,81,66.0,45,74.0,50,77.0,53,58.0,57,65.0,50,4
N12915215,3,91,27.0,45,56.0,50,46.0,53,59.0,57,66.0,50,3
N12915215,3,105,26.0,45,61.0,50,50.0,53,48.0,57,72.0,50,4
N12915215,5,86,84.0,45,79.0,50,89.0,53,65.0,57,67.0,50,4
N12915216,4,56,51.0,45,51.0,50,44.0,53,49.0,57,49.0,50,3
N12915217,4,368,17.0,45,28.0,50,47.0,53,58.0,57,17.0,50,2
N12915217,6,89,31.0,45,49.0,50,61.0,53,40.0,57,54.0,50,3
N12915217,6,107,31.0,45,62.0,50,60.0,53,62.0,57,64.0,50,3
N12915219,5,78,61.0,45,55.0,50,60.0,53,64.0,57,58.0,50,3
N12915219,6,26,72.0,45,65.0,50,77.0,53,66.0,57,64.0,50,4
N12915219,6,32,72.0,45,65.0,50,77.0,53,63.0,57,61.0,50,4
N12915219,6,58,78.0,45,74.0,50,80.0,53,60.0,57,68.0,50,4
N12915219,6,62,78.0,45,74.0,50,80.0,53,62.0,57,68.0,50,4
N12919339,1,75,14.0,45,25.0,50,23.0,53,55.0,57,45.0,50,2
N12919339,1,94,15.0,45,29.0,50,28.0,53,49.0,57,48.0,50,2
N12919341,3,159,15.0,45,29.0,50,27.0,53,65.0,57,41.0,50,2
N12919347,3,182,16.0,45,25.0,50,23.0,53,43.0,57,31.0,50,2
N12919358,2,5,39.0,45,39.0,50,39.0,53,62.0,57,51.0,50,3
N12919364,2,29,32.0,45,28.0,50,23.0,53,51.0,57,45.0,50,2
N12919364,3,4,63.0,45,60.0,50,71.0,53,60.0,57,55.0,50,4
N12919366,2,178,18.0,45,23.0,50,21.0,53,46.0,57,31.0,50,2
N12919366,5,280,26.0,45,51.0,50,51.0,53,57.0,57,45.0,50,3
N12919366,6,95,81.0,45,69.0,50,72.0,53,67.0,57,67.0,50,4
N12919370,3,78,18.0,45,46.0,50,40.0,53,62.0,57,52.0,50,3
N12919370,3,105,21.0,45,55.0,50,48.0,53,59.0,57,57.0,50,3
N12919371,2,304,45.0,45,39.0,50,31.0,53,59.0,57,32.0,50,2
N12921971,2,200,18.0,45,41.0,50,30.0,53,61.0,57,35.0,50,2
N12921971,2,270,16.0,45,34.0,50,53.0,53,43.0,57,35.0,50,3
N12921971,2,280,18.0,45,46.0,50,59.0,53,57.0,57,30.0,50,3
N12921971,3,72,69.0,45,68.0,50,75.0,53,51.0,57,67.0,50,4
N12921971,3,106,79.0,45,74.0,50,80.0,53,58.0,57,64.0,50,4
N12921972,1,26,56.0,45,48.0,50,44.0,53,49.0,57,43.0,50,3
N12921975,3,8,42.0,45,45.0,50,38.0,53,56.0,57,48.0,50,2
N12921975,7,60,75.0,45,60.0,50,67.0,53,63.0,57,56.0,50,4
N12921978,6,90,64.0,45,54.0,50,59.0,53,66.0,57,59.0,50,3
N12921978,6,306,25.0,45,44.0,50,52.0,53,64.0,57,33.0,50,3
N12921978,7,62,73.0,45,64.0,50,65.0,53,64.0,57,67.0,50,4
N12921978,7,72,76.0,45,76.0,50,74.0,53,53.0,57,69.0,50,4
N12921979,4,396,14.0,45,19.0,50,31.0,53,33.0,57,5.0,50,2
N12921988,2,216,16.0,45,28.0,50,26.0,53,61.0,57,37.0,50,2
N12921988,3,87,47.0,45,41.0,50,43.0,53,46.0,57,51.0,50,3
N12921988,4,237,22.0,45,43.0,50,51.0,53,54.0,57,39.0,50,3
N12921988,5,148,79.0,45,64.0,50,74.0,53,40.0,57,58.0,50,4
N12921988,5,159,82.0,45,75.0,50,82.0,53,60.0,57,62.0,50,4
N12921988,5,173,84.0,45,77.0,50,82.0,53,54.0,57,66.0,50,4
N12921992,3,75,48.0,45,48.0,50,44.0,53,59.0,57,57.0,50,3
N12921992,3,153,66.0,45,58.0,50,55.0,53,37.0,57,44.0,50,3
N12921992,3,285,23.0,45,54.0,50,61.0,53,55.0,57,35.0,50,3
N12921993,1,15,30.0,45,28.0,50,19.0,53,45.0,57,39.0,50,2
N12921993,1,29,39.0,45,44.0,50,36.0,53,46.0,57,48.0,50,2
N12921993,3,6,48.0,45,64.0,50,80.0,53,65.0,57,69.0,50,4
N12921993,4,168,81.0,45,72.0,50,80.0,53,69.0,57,60.0,50,4
N12921995,5,28,60.0,45,48.0,50,48.0,53,63.0,57,57.0,50,3
N12921995,5,31,60.0,45,48.0,50,48.0,53,61.0,57,54.0,50,3
N12921995,6,166,74.0,45,48.0,50,59.0,53,64.0,57,49.0,50,4
N12921999,1,119,62.0,45,38.0,50,36.0,53,57.0,57,30.0,50,3
N12922000,7,100,34.0,45,27.0,50,35.0,53,63.0,57,43.0,50,2
N12922005,1,0,34.0,45,29.0,50,15.0,53,38.0,57,27.0,50,2
N12922007,6,47,63.0,45,47.0,50,49.0,53,63.0,57,59.0,50,3
N12922356,3,74,49.0,45,54.0,50,46.0,53,61.0,57,61.0,50,3
N13925933,4,191,66.0,45,59.0,50,52.0,53,63.0,57,48.0,50,3
N13925943,2,90,64.0,45,64.0,50,67.0,53,59.0,57,53.0,50,3
N13925945,3,275,21.0,45,21.0,50,32.0,53,36.0,57,30.0,50,2
N13925945,4,77,26.0,45,36.0,50,20.0,53,51.0,57,57.0,50,3
N13925947,5,123,21.0,45,40.0,50,39.0,53,56.0,57,49.0,50,2
N13925947,5,205,74.0,45,67.0,50,84.0,53,44.0,57,50.0,50,4
N13925947,5,232,80.0,45,78.0,50,88.0,53,57.0,57,54.0,50,4
N13925952,1,71,44.0,45,45.0,50,33.0,53,58.0,57,48.0,50,2
N13929807,1,13,45.0,45,37.0,50,27.0,53,50.0,57,42.0,50,2
N13929807,1,31,52.0,45,54.0,50,45.0,53,36.0,57,45.0,50,3
N13929807,1,43,61.0,45,64.0,50,66.0,53,57.0,57,57.0,50,3
N13929813,2,95,37.0,45,23.0,50,19.0,53,58.0,57,42.0,50,2
N13929813,6,4,73.0,45,64.0,50,67.0,53,72.0,57,68.0,50,4
N13929815,6,67,62.0,45,53.0,50,67.0,53,60.0,57,64.0,50,3
N13929815,8,2,68.0,45,59.0,50,69.0,53,60.0,57,63.0,50,3
N13929815,8,145,31.0,45,57.0,50,46.0,53,54.0,57,50.0,50,3
N13929816,2,7,28.0,45,24.0,50,21.0,53,38.0,57,37.0,50,2
N13929816,2,65,44.0,45,57.0,50,49.0,53,52.0,57,55.0,50,3
N13929816,2,74,44.0,45,57.0,50,49.0,53,45.0,57,53.0,50,3
N13929817,1,68,34.0,45,43.0,50,28.0,53,56.0,57,49.0,50,2
N13933696,4,162,33.0,45,47.0,50,70.0,53,62.0,57,43.0,50,3
N13933696,4,178,37.0,45,52.0,50,71.0,53,67.0,57,39.0,50,4
N13933696,4,185,37.0,45,52.0,50,71.0,53,65.0,57,40.0,50,4
N13933698,2,5,32.0,45,26.0,50,28.0,53,44.0,57,39.0,50,2
N13933698,4,86,34.0,45,41.0,50,36.0,53,51.0,57,52.0,50,3
N13933699,1,135,13.0,45,23.0,50,20.0,53,55.0,57,34.0,50,2
N13933699,2,21,43.0,45,31.0,50,29.0,53,51.0,57,51.0,50,3
N13933700,1,76,26.0,45,31.0,50,26.0,53,55.0,57,43.0,50,2
N13933700,1,159,22.0,45,44.0,50,37.0,53,49.0,57,36.0,50,2
N13933700,3,272,26.0,45,46.0,50,71.0,53,55.0,57,14.0,50,4
N13936424,3,208,18.0,45,31.0,50,29.0,53,49.0,57,27.0,50,2
N13936428,1,35,25.0,45,34.0,50,21.0,53,53.0,57,42.0,50,2
N13936428,5,147,33.0,45,53.0,50,43.0,53,65.0,57,55.0,50,3
N13936428,6,4,70.0,45,65.0,50,70.0,53,60.0,57,75.0,50,4
N13936428,6,176,33.0,45,56.0,50,62.0,53,65.0,57,56.0,50,3
N13936428,7,124,28.0,45,61.0,50,61.0,53,64.0,57,59.0,50,3
N13936432,4,32,52.0,45,52.0,50,47.0,53,49.0,57,45.0,50,3
N13936433,1,125,24.0,45,29.0,50,33.0,53,51.0,57,38.0,50,2
N13936433,6,4,81.0,45,70.0,50,86.0,53,68.0,57,64.0,50,4
N13936434,2,61,51.0,45,40.0,50,35.0,53,59.0,57,48.0,50,3
N13936435,4,110,26.0,45,34.0,50,34.0,53,51.0,57,44.0,50,2
N13936435,5,1,65.0,45,64.0,50,70.0,53,52.0,57,52.0,50,3
N13936435,6,3,73.0,45,66.0,50,73.0,53,64.0,57,66.0,50,4
N13936435,6,68,81.0,45,76.0,50,80.0,53,64.0,57,72.0,50,4
N13936437,4,262,22.0,45,36.0,50,32.0,53,59.0,57,32.0,50,2
N13936437,4,277,24.0,45,46.0,50,37.0,53,62.0,57,33.0,50,2
N13936437,7,66,75.0,45,66.0,50,71.0,53,64.0,57,67.0,50,4
N13936439,7,301,18.0,45,36.0,50,52.0,53,69.0,57,21.0,50,3
N13936439,7,307,17.0,45,32.0,50,44.0,53,68.0,57,18.0,50,2
N13940175,3,86,65.0,45,56.0,50,58.0,53,66.0,57,48.0,50,3
N13940175,3,89,66.0,45,56.0,50,58.0,53,66.0,57,48.0,50,3
N13940181,2,4,26.0,45,32.0,50,28.0,53,57.0,57,44.0,50,2
N13940181,3,83,48.0,45,51.0,50,50.0,53,62.0,57,59.0,50,3
N13940181,3,101,63.0,45,69.0,50,62.0,53,57.0,57,60.0,50,3
N13940181,3,178,68.0,45,73.0,50,68.0,53,46.0,57,59.0,50,4
N13940181,3,294,73.0,45,73.0,50,88.0,53,60.0,57,50.0,50,4
N13940188,2,4,30.0,45,24.0,50,24.0,53,38.0,57,40.0,50,2
N13940188,2,445,14.0,45,37.0,50,52.0,53,43.0,57,15.0,50,3
